UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LSUPPVRS
100654,2,"R",405998,"R",147569,"R",93,"R",3694,"R",22257,"R",409692,"R",169919,"R",579611,"R",1051,"R",22344,"R",23395,"R",1,"R",963295,1,"R",316424,"R",210000,"R",931968,"R",206941,"R",1348909,"R",0,"R",96526,"R",96526,"R",2725154,2408730,"R ",1153,"R ",132, 1
100663,2,"R",1447268,"R",79937,"R",283,"R",224429,"R",0,"R",1671697,"R",80220,"R",1751917,"R",46500,"R",78594,"R",125094,"R",1,"R",4062200,1,"R",1213115,"R",144813,"R",3977788,"R",0,"R",4122601,"R",0,"R",561043,"R",561043,"R",9958959,8745844,"R ",10839,"R ",8580, 1
100690,2,"R",92698,"R",0,"R",21,"R",0,"R",0,"R",92698,"R",21,"R",92719,"R",191,"R",38155,"R",38346,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
100706,2,"R",336307,"R",383727,"R",131,"R",12629,"R",232,"R",348936,"R",384090,"R",733026,"R",5899,"R",7618,"R",13517,"R",0,"R",1188449,2,"Z",0,"R",32190,"R",1238577,"R",39876,"R",1310643,"R",3891,"R",47618,"R",51509,"R",2550601,2550601,"R ",1998,"R ",3450, 1
100724,2,"R",434772,"R",69699,"R",171,"R",44777,"R",0,"R",479549,"R",69870,"R",549419,"R",9373,"R",11073,"R",20446,"R",0,"R",1076386,1,"R",315271,"R",7654,"R",270901,"R",64726,"R",343281,"R",0,"R",3199,"R",3199,"R",1738137,1422866,"R ",1552,"R ",414, 1
100751,2,"R",4718369,"R",1442504,"R",940,"R",41556,"R",8840,"R",4759925,"R",1452284,"R",6212209,"R",95483,"R",14008,"R",109491,"R",6,"R",7779685,2,"Z",0,"R",2514000,"R",8244110,"R",646057,"R",11404167,"R",38867,"R",1646409,"R",1685276,"R",20869128,20869128,"R ",16807,"R ",10675, 1
100760,2,"R",28568,"R",8656,"R",5,"R",596,"R",0,"R",29164,"R",8661,"R",37825,"R",267,"R",622,"R",889,"R",2,"R",149647,1,"R",38030,"R",13598,"R",39618,"R",9500,"R",62716,"R",0,"R",9743,"R",9743,"R",260136,222106,"R ",0,"R ",0, 1
100812,2,"R",85691,"R",165181,"R",84,"R",326,"R",24128,"R",86017,"R",189393,"R",275410,"R",5556,"R",5243,"R",10799,"R",0,"R",614171,1,"R",197426,"R",0,"R",0,"R",149078,"R",149078,"R",0,"R",52812,"R",52812,"R",1013487,816061,"R ",133,"R ",84, 1
100830,2,"R",1100856,"R",730452,"R",158,"R",4186,"R",121,"R",1105042,"R",730731,"R",1835773,"R",9785,"R",7423,"R",17208,"R",0,"R",1005157,1,"R",276773,"R",80744,"R",459831,"R",91641,"R",632216,"R",111,"R",124584,"R",124695,"R",2038841,1762068,"R ",899,"R ",1813, 2
100858,2,"R",4666154,"R",964981,"R",239,"R",598207,"R",13002,"R",5264361,"R",978222,"R",6242583,"R",71303,"R",39671,"R",110974,"R",2,"R",4827954,1,"R",1369106,"R",942311,"R",6465609,"R",31260,"R",7439180,"R",14785,"R",1295051,"R",1309836,"R",14946076,13576970,"R ",19248,"R ",11495, 1
100937,2,"R",303362,"R",192305,"R",168,"R",48775,"R",0,"R",352137,"R",192473,"R",544610,"R",6680,"R",5945,"R",12625,"R",0,"R",475750,1,"R",90105,"R",67272,"R",338524,"R",5458,"R",411254,"R",2276,"R",90104,"R",92380,"R",1069489,979384,"R ",1181,"R ",1570, 1
101028,2,"R",40000,"R",0,"R",1,"R",750,"R",5,"R",40750,"R",6,"R",40756,"R",2200,"R",50,"R",2250,"R",0,"R",106015,1,"R",51475,"R",7522,"R",16825,"R",3860,"R",28207,"R",200,"R",196,"R",396,"R",186093,134618,"R ",36,"R ",35, 1
101073,2,"R",54400,"R",3500,"R",88,"R",2000,"R",500,"R",56400,"R",4088,"R",60488,"R",1400,"R",350,"R",1750,"R",0,"R",180162,1,"R",30000,"R",15000,"R",15000,"R",15000,"R",45000,"R",0,"R",5000,"R",5000,"R",260162,230162,"R ",0,"R ",5, 1
101116,2,"R",9846,"R",412398,"R",103,"R",1117,"R",47942,"R",10963,"R",460443,"R",471406,"R",843,"R",403312,"R",404155,"R",1,"R",107284,1,"R",26021,"R",14431,"R",37395,"R",0,"R",51826,"R",0,"R",0,"R",0,"R",185131,159110,"R ",13,"R ",32, 1
101143,2,"R",69401,"R",4,"R",2,"R",3278,"R",1482,"R",72679,"R",1488,"R",74167,"R",1048,"R",7823,"R",8871,"R",2,"R",162559,1,"R",67476,"R",7511,"R",15354,"R",0,"R",22865,"R",0,"R",8789,"R",8789,"R",261689,194213,"R ",9,"R ",0, 1
101161,2,"R",68625,"R",55000,"R",60,"R",2907,"R",0,"R",71532,"R",55060,"R",126592,"R",2163,"R",60,"R",2223,"R",2,"R",265006,1,"R",84119,"R",51681,"R",10799,"R",0,"R",62480,"R",100,"R",63637,"R",63737,"R",475342,391223,"R ",0,"R ",3, 1
101189,2,"R",370783,"R",201686,"R",137,"R",2891,"R",5173,"R",373674,"R",206996,"R",580670,"R",5253,"R",2085,"R",7338,"R",3,"R",318223,2,"Z",0,"R",18127,"R",180061,"R",30269,"R",228457,"R",10300,"R",24195,"R",34495,"R",581175,581175,"R ",1239,"R ",1530, 2
101240,2,"R",79933,"R",62846,"R",75,"R",4693,"R",1,"R",84626,"R",62922,"R",147548,"R",3686,"R",845,"R",4531,"R",4,"R",469892,1,"R",134339,"R",6008,"R",12137,"R",0,"R",18145,"R",0,"R",47803,"R",47803,"R",670179,535840,"R ",34,"R ",25, 1
101286,2,"R",42717,"R",424,"Z",0,"R",1577,"R",0,"R",44294,"R",424,"R",44718,"R",4302,"R",498,"R",4800,"R",1,"R",241659,1,"R",64392,"R",29336,"R",6252,"R",41746,"R",77334,"R",3941,"R",17737,"R",21678,"R",405063,340671,"R ",0,"R ",3, 1
101295,2,"R",61397,"R",133109,"R",62,"R",4498,"R",0,"R",65895,"R",133171,"R",199066,"R",72,"R",18443,"R",18515,"R",0,"R",202905,1,"R",88333,"R",54003,"R",91131,"R",4695,"R",149829,"R",100,"R",8880,"R",8980,"R",450047,361714,"R ",0,"R ",1, 1
101301,2,"R",22284,"R",47,"R",5,"R",702,"R",0,"R",22986,"R",52,"R",23038,"R",1021,"R",20,"R",1041,"R",0,"R",120932,1,"R",39143,"R",9864,"R",7064,"R",6004,"R",22932,"R",0,"R",997,"R",997,"R",184004,144861,"R ",0,"R ",0, 2
101365,2,"R",393,"R",28,"R",47,"R",14,"R",20182,"R",407,"R",20257,"R",20664,"R",32,"R",11189,"R",11221,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
101435,2,"R",101596,"R",75595,"R",110,"R",4543,"R",29,"R",106139,"R",75734,"R",181873,"R",106139,"R",75734,"R",181873,"R",0,"R",272189,1,"R",18249,"R",27025,"R",83969,"R",8635,"R",119629,"R",865,"R",59213,"R",60078,"R",470145,451896,"R ",260,"R ",189, 1
101453,2,"R",91478,"R",0,"R",3,"R",6450,"R",0,"R",97928,"R",3,"R",97931,"R",1739,"R",1856,"R",3595,"R",0,"R",39960,1,"R",9096,"R",35489,"R",11315,"R",24005,"R",70809,"R",2240,"R",9504,"R",11744,"R",131609,122513,"R ",0,"R ",0, 2
101462,2,"R",21306,"R",3581,"R",63,"R",757,"R",0,"R",22063,"R",3644,"R",25707,"R",1776,"R",2504,"R",4280,"R",0,"R",115674,1,"R",40635,"R",9133,"R",53210,"R",0,"R",62343,"R",553,"R",0,"R",553,"R",219205,178570,"R ",0,"R ",0, 1
101471,2,"R",5162,"R",0,"R",0,"R",0,"R",0,"R",5162,"R",0,"R",5162,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
101480,2,"R",711815,"R",32128,"R",307,"R",22303,"R",101493,"R",734118,"R",133928,"R",868046,"R",21008,"R",110818,"R",131826,"R",0,"R",1470767,2,"Z",0,"R",597235,"R",395469,"R",149245,"R",1141949,"R",0,"R",133745,"R",133745,"R",2746461,2746461,"R ",2493,"R ",305, 1
101499,2,"R",37370,"R",18,"R",5,"R",4430,"R",0,"R",41800,"R",23,"R",41823,"R",3731,"R",1801,"R",5532,"R",1,"R",206333,1,"R",65348,"R",16980,"R",14079,"R",1867,"R",32926,"R",0,"R",2120,"R",2120,"R",306727,241379,"R ",0,"R ",4, 1
101505,2,"R",74601,"R",353340,"R",20,"R",1507,"R",0,"R",76108,"R",353360,"R",429468,"R",5664,"R",29456,"R",35120,"R",3,"R",384726,1,"R",135395,"R",1825,"R",159079,"R",60972,"R",221876,"R",0,"R",2860,"R",2860,"R",744857,609462,"R ",0,"R ",0, 1
101514,2,"R",48766,"R",47812,"R",8,"R",221,"R",0,"R",48987,"R",47820,"R",96807,"R",3265,"R",6726,"R",9991,"R",1,"R",304445,1,"R",101032,"R",45967,"R",23972,"R",23632,"R",93571,"R",461,"R",66891,"R",67352,"R",566400,465368,"R ",0,"R ",41, 1
101541,2,"R",59494,"R",165930,"R",81,"R",4189,"R",1067017,"R",63683,"R",1233028,"R",1296711,"R",1413,"R",5222,"R",6635,"R",0,"R",125900,2,"Z",0,"R",22943,"R",53089,"R",1649,"R",77681,"R",1751,"R",18558,"R",20309,"R",223890,223890,"R ",88,"R ",404, 1
101569,2,"R",44440,"R",21,"R",77,"R",2107,"R",0,"R",46547,"R",98,"R",46645,"R",3502,"R",2308,"R",5810,"R",1,"R",549736,1,"R",187803,"R",60314,"R",12000,"R",50,"R",72364,"R",100,"R",170826,"R",170926,"R",980829,793026,"R ",5,"R ",0, 1
101587,2,"R",192226,"R",1789,"R",177,"R",1746,"R",0,"R",193972,"R",1966,"R",195938,"R",3500,"R",500,"R",4000,"R",1,"R",389170,2,"Z",0,"R",35673,"R",157217,"R",6236,"R",199126,"R",2500,"R",22882,"R",25382,"R",613678,613678,"R ",317,"R ",247, 2
101602,2,"R",32491,"R",41532,"R",72,"R",2439,"R",23377,"R",34930,"R",64981,"R",99911,"R",915,"R",258,"R",1173,"R",3,"R",175336,1,"R",65136,"R",15751,"R",27258,"R",10132,"R",53141,"R",0,"R",420,"R",420,"R",294033,228897,"R ",21,"R ",22, 2
101648,2,"R",28438,"R",0,"R",1,"R",1040,"R",0,"R",29478,"R",1,"R",29479,"R",1195,"R",0,"R",1195,"R",0,"R",126035,1,"R",42266,"R",5099,"R",5719,"R",0,"R",10818,"R",0,"R",3188,"R",3188,"R",182307,140041,"R ",0,"R ",0, 1
101675,2,"R",57301,"R",150000,"R",70,"R",1459,"R",0,"R",58760,"R",150070,"R",208830,"R",1466,"R",750,"R",2216,"R",0,"R",248914,1,"R",23954,"R",0,"R",29969,"R",0,"R",29969,"R",22800,"R",0,"R",22800,"R",325637,301683,"R ",5,"R ",2, 1
101693,2,"R",66089,"R",157420,"R",125,"R",901,"R",0,"R",66990,"R",157545,"R",224535,"R",4199,"R",7500,"R",11699,"R",0,"R",256522,2,"R",0,"R",57274,"R",124764,"R",0,"R",182038,"R",150,"R",19874,"R",20024,"R",458584,458584,"R ",51,"R ",97, 1
101709,2,"R",196163,"R",16191,"R",125,"R",4176,"R",63458,"R",200339,"R",79774,"R",280113,"R",10201,"R",8918,"R",19119,"R",0,"R",588435,1,"R",158066,"R",76568,"R",212815,"R",8225,"R",297608,"R",6145,"R",119901,"R",126046,"R",1170155,1012089,"R ",1108,"R ",1943, 1
101736,2,"R",61250,"R",38156,"R",3,"R",1862,"R",0,"R",63112,"R",38159,"R",101271,"R",4042,"R",57,"R",4099,"R",1,"R",341470,1,"R",113488,"R",5488,"R",0,"R",18090,"R",23578,"R",0,"R",18106,"R",18106,"R",496642,383154,"R ",87,"R ",41, 2
101879,2,"R",364265,"R",446090,"Z",0,"R",38812,"R",34115,"R",403077,"R",480205,"R",883282,"R",21013,"R",27113,"R",48126,"R",3,"R",1270862,1,"R",353304,"R",93425,"R",872130,"R",2434,"R",967989,"R",6331,"R",225832,"R",232163,"R",2824318,2471014,"R ",1763,"R ",1068, 1
101897,2,"R",62979,"R",55015,"R",50,"R",812,"R",201,"R",63791,"R",55266,"R",119057,"R",6159,"R",1113,"R",7272,"R",0,"R",265545,1,"R",86070,"R",39037,"R",31553,"R",175,"R",70765,"R",2392,"R",34490,"R",36882,"R",459262,373192,"R ",35,"R ",29, 1
101912,2,"R",85202,"R",255809,"R",86,"R",11276,"R",694368,"R",96478,"R",950263,"R",1046741,"R",3303,"R",410600,"R",413903,"R",0,"R",514578,1,"R",222286,"R",65931,"R",175352,"R",90772,"R",332055,"R",2716,"R",7530,"R",10246,"R",1079165,856879,"R ",192,"R ",61, 1
101949,2,"R",38652,"R",75,"R",3,"R",1675,"R",0,"R",40327,"R",78,"R",40405,"R",1017,"R",2,"R",1019,"R",2,"R",179447,1,"R",81490,"R",11289,"R",9000,"R",10120,"R",30409,"R",0,"R",1542,"R",1542,"R",292888,211398,"R ",0,"R ",0, 1
101994,2,"R",6402,"R",0,"R",0,"R",32,"R",0,"R",6434,"R",0,"R",6434,"R",29,"R",1,"R",30,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
102030,2,"R",72823,"R",224,"R",5,"R",4754,"Z",0,"R",77577,"R",229,"R",77806,"R",544,"R",249,"R",793,"R",4,"R",183749,1,"R",65274,"R",800,"R",46159,"R",0,"R",46959,"R",0,"R",44604,"R",44604,"R",340586,275312,"R ",0,"R ",0, 2
102049,2,"R",665745,"R",178852,"R",260,"R",11888,"R",94546,"R",677633,"R",273658,"R",951291,"R",42336,"R",14652,"R",56988,"R",4,"R",2076798,1,"R",769133,"R",61710,"R",1292243,"R",179207,"R",1533160,"R",546,"R",207475,"R",208021,"R",4587112,3817979,"R ",4271,"R ",4507, 1
102058,2,"R",26100,"R",60,"R",6,"R",4,"R",4,"R",26104,"R",70,"R",26174,"R",1350,"R",547,"R",1897,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
102067,2,"R",55818,"R",847,"R",6,"R",993,"R",0,"R",56811,"R",853,"R",57664,"R",5411,"R",144,"R",5555,"R",1,"R",447950,1,"R",156340,"R",37562,"R",61846,"R",6000,"R",105408,"R",0,"R",104580,"R",104580,"R",814278,657938,"R ",153,"R ",0, 1
102076,2,"R",6430,"R",99722,"R",59,"R",0,"R",38625,"R",6430,"R",138406,"R",144836,"R",80,"R",507,"R",587,"R",0,"R",137423,1,"R",44231,"R",0,"R",21171,"R",0,"R",21171,"R",0,"R",13755,"R",13755,"R",216580,172349,"R ",7,"R ",5, 1
102094,2,"R",995581,"R",83108,"R",91,"R",7580,"R",304,"R",1003161,"R",83503,"R",1086664,"R",26794,"R",66322,"R",93116,"R",2,"R",2542405,1,"R",822782,"R",234629,"R",2966230,"R",38559,"R",3239418,"R",4217,"R",336087,"R",340304,"R",6944909,6122127,"R ",6229,"R ",5635, 1
102234,2,"R",190922,"R",165535,"R",187,"R",320196,"R",14536,"R",511118,"R",180258,"R",691376,"R",2090,"R",18026,"R",20116,"R",1,"R",537981,2,"Z",0,"R",12722,"R",143682,"R",1940,"R",158344,"R",1901,"R",40771,"R",42672,"R",738997,738997,"R ",426,"R ",462, 1
102261,2,"R",40639,"R",42915,"R",69,"R",903,"R",75,"R",41542,"R",43059,"R",84601,"R",3945,"R",10202,"R",14147,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
102270,2,"R",119677,"R",125035,"R",56,"R",0,"R",0,"R",119677,"R",125091,"R",244768,"R",872,"R",7898,"R",8770,"R",0,"R",196000,1,"R",48561,"R",0,"R",7981,"R",200,"R",8181,"R",0,"R",192402,"R",192402,"R",445144,396583,"R ",0,"R ",60, 1
102298,2,"R",130000,"R",12,"R",17,"R",0,"R",0,"R",130000,"R",29,"R",130029,"R",350,"R",350,"R",700,"R",1,"R",172662,1,"R",22662,"R",2000,"R",10666,"R",0,"R",12666,"R",3000,"R",0,"R",3000,"R",210990,188328,"R ",0,"R ",0, 1
102313,2,"R",9781,"R",250,"R",22,"R",1191,"R",0,"R",10972,"R",272,"R",11244,"R",40,"R",636,"R",676,"R",1,"R",282054,1,"R",42379,"R",3831,"R",64425,"R",0,"R",68256,"R",0,"R",0,"R",0,"R",392689,350310,"R ",0,"R ",0, 1
102368,2,"R",624347,"R",120462,"R",192,"R",37650,"R",22415,"R",661997,"R",143069,"R",805066,"R",23336,"R",4320,"R",27656,"R",2,"R",1347834,1,"R",403676,"R",185553,"R",1116939,"R",39493,"R",1341985,"R",11905,"R",239319,"R",251224,"R",3344719,2941043,"R ",2997,"R ",1327, 1
102377,2,"R",370430,"R",2330,"Z",0,"R",1810,"R",836,"R",372240,"R",3166,"R",375406,"R",16025,"R",72,"R",16097,"R",5,"R",847577,1,"R",186468,"R",64000,"R",655018,"R",45000,"R",764018,"R",92000,"R",86000,"R",178000,"R",1976063,1789595,"R ",256,"R ",121, 1
102395,2,"R",10200,"R",19806,"R",3,"R",120,"R",0,"R",10320,"R",19809,"R",30129,"R",1019,"R",31,"R",1050,"R",0,"R",77111,1,"R",20598,"R",5556,"R",49026,"R",174,"R",54756,"R",9749,"R",0,"R",9749,"R",162214,141616,"R ",245,"R ",83, 1
102429,2,"R",100981,"R",365,"R",7,"R",4679,"R",0,"R",105660,"R",372,"R",106032,"R",57231,"R",6540,"R",63771,"R",5,"R",395525,1,"R",127360,"R",5523,"R",12900,"R",15200,"R",33623,"R",0,"R",0,"R",0,"R",556508,429148,"R ",50,"R ",43, 2
102553,2,"R",931143,"R",678455,"R",235,"R",507613,"R",9544,"R",1438756,"R",688234,"R",2126990,"R",94308,"R",95109,"R",189417,"R",4,"R",3569079,1,"R",1358733,"R",271987,"R",1751256,"R",9184,"R",2032427,"R",1374,"R",428849,"R",430223,"R",7390462,6031729,"R ",11293,"R ",7429, 1
102580,2,"R",29035,"R",0,"R",0,"R",697,"R",0,"R",29732,"R",0,"R",29732,"R",29732,"R",0,"R",29732,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
102614,2,"R",831505,"R",234451,"R",180,"R",227356,"R",80913,"R",1058861,"R",315544,"R",1374405,"R",35298,"R",438790,"R",474088,"R",1,"R",3244320,1,"R",1140168,"R",180960,"R",2142645,"R",4876,"R",2328481,"R",4350,"R",1046145,"R",1050495,"R",7763464,6623296,"R ",4683,"R ",3684, 1
102632,2,"R",196614,"R",160023,"R",129,"R",9267,"R",10192,"R",205881,"R",170344,"R",376225,"R",13393,"R",30843,"R",44236,"R",1,"R",775796,1,"R",406531,"R",49641,"R",549341,"R",9659,"R",608641,"R",5912,"R",162300,"R",168212,"R",1959180,1552649,"R ",1082,"R ",949, 1
102845,2,"R",6106,"R",0,"R",6,"R",332,"R",0,"R",6438,"R",6,"R",6444,"R",2451,"R",6,"R",2457,"R",8,"R",180065,2,"Z",0,"R",3835,"R",61968,"R",0,"R",65803,"R",0,"R",237,"R",237,"R",246105,246105,"R ",0,"R ",0, 1
103501,2,"R",729,"R",0,"R",0,"R",0,"R",0,"R",729,"R",0,"R",729,"R",729,"R",0,"R",729,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
103787,2,"R",39214,"R",0,"R",1,"R",1461,"R",0,"R",40675,"R",1,"R",40676,"R",244,"R",1,"R",245,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
103945,2,"R",1429,"R",0,"R",0,"R",115,"R",0,"R",1544,"R",0,"R",1544,"R",4420,"R",0,"R",4420,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
104090,2,"R",4300,"R",125,"R",10,"R",400,"R",0,"R",4700,"R",135,"R",4835,"R",4700,"R",135,"R",4835,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
104151,2,"R",4211928,"R",904136,"R",553,"R",779346,"R",110328,"R",4991274,"R",1015017,"R",6006291,"R",151029,"R",3039252,"R",3190281,"R",8,"R",9975830,1,"R",3495835,"R",2064820,"R",10240700,"R",90956,"R",12396476,"R",130821,"R",3290079,"R",3420900,"R",29289041,25793206,"R ",33385,"R ",37704, 1
104160,2,"R",70702,"R",170627,"R",41,"R",6918,"R",36202,"R",77620,"R",206870,"R",284490,"R",10580,"R",24501,"R",35081,"R",0,"R",471256,1,"R",123847,"R",105008,"R",119335,"R",857,"R",225200,"R",3405,"R",70679,"R",74084,"R",894387,770540,"R ",1441,"R ",155, 1
104179,2,"R",7134363,"R",1727036,"R",801,"R",6272386,"R",85446,"R",13406749,"R",1813283,"R",15220032,"R",287375,"R",3108008,"R",3395383,"R",4,"R",10827716,1,"R",3632300,"R",2425512,"R",11161368,"R",985619,"R",14572499,"R",0,"R",5532780,"R",5532780,"R",34565295,30932995,"R ",44638,"R ",32513, 1
104188,2,"R",6013,"R",0,"R",62,"R",85,"R",28,"R",6098,"R",90,"R",6188,"R",222,"R",130,"R",352,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
104346,2,"R",77756,"R",130981,"R",28,"R",3061,"R",15650,"R",80817,"R",146659,"R",227476,"R",18436,"R",27625,"R",46061,"R",5,"R",506620,1,"R",183172,"R",90000,"R",71000,"R",8000,"R",169000,"R",0,"R",0,"R",0,"R",858792,675620,"R ",738,"R ",97, 1
104364,2,"R",4270,"R",193007,"R",41,"R",344,"R",3183,"R",4614,"R",196231,"R",200845,"R",493,"R",20973,"R",21466,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
104425,2,"R",68901,"R",40762,"R",11,"R",6425,"R",0,"R",75326,"R",40773,"R",116099,"R",9085,"R",16723,"R",25808,"R",1,"R",404323,1,"R",119498,"R",57866,"R",5970,"R",0,"R",63836,"R",0,"R",117018,"R",117018,"R",704675,585177,"R ",438,"R ",42, 1
104577,2,"R",51615,"R",775,"R",40,"R",1121,"R",0,"R",52736,"R",815,"R",53551,"R",12284,"R",4380,"R",16664,"R",0,"R",310511,1,"R",100380,"R",56430,"R",72402,"R",0,"R",128832,"R",3780,"R",20185,"R",23965,"R",563688,463308,"R ",0,"R ",0, 2
104586,2,"R",34967,"R",165882,"R",103,"R",2651,"R",23727,"R",37618,"R",189712,"R",227330,"R",12289,"R",1,"R",12290,"R",0,"R",662836,1,"R",184863,"R",15539,"R",153061,"R",0,"R",168600,"R",0,"R",77575,"R",77575,"R",1093874,909011,"R ",3713,"R ",2469, 1
104708,2,"R",105575,"R",220013,"R",146,"R",9463,"R",61101,"R",115038,"R",281260,"R",396298,"R",46198,"R",12449,"R",58647,"R",2,"R",1467690,2,"R",0,"R",200758,"R",98716,"R",0,"R",299474,"R",0,"R",0,"R",0,"R",1767164,1767164,"R ",1073,"R ",1002, 1
104717,2,"R",42595,"R",163600,"R",96,"R",1948,"R",6156,"R",44543,"R",169852,"R",214395,"R",10609,"R",1386452,"R",1397061,"R",0,"R",943724,2,"R",0,"R",23711,"R",586766,"R",10881,"R",621358,"R",0,"R",37170,"R",37170,"R",1602252,1602252,"R ",29,"R ",2713, 1
105145,2,"R",37396,"R",147611,"R",98,"R",4123,"R",33912,"R",41519,"R",181621,"R",223140,"R",10029,"R",402144,"R",412173,"R",0,"R",457123,1,"R",159693,"R",113180,"R",53254,"R",0,"R",166434,"R",0,"R",89538,"R",89538,"R",872788,713095,"R ",380,"R ",211, 1
105154,2,"R",90869,"R",274061,"R",72,"R",1787,"R",30200,"R",92656,"R",304333,"R",396989,"R",23317,"R",289,"R",23606,"R",1,"R",1454417,1,"R",448227,"R",67648,"R",89538,"R",0,"R",157186,"R",1253,"R",113693,"R",114946,"R",2174776,1726549,"R ",7896,"R ",457, 1
105163,2,"R",773,"R",178441,"R",29,"R",0,"R",0,"R",773,"R",178470,"R",179243,"R",12,"R",1080738,"R",1080750,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
105172,2,"R",1278,"R",178441,"R",29,"R",55,"R",0,"R",1333,"R",178470,"R",179803,"R",78,"R",1080738,"R",1080816,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
105206,2,"R",30844,"R",34000,"R",31,"R",1174,"R",0,"R",32018,"R",34031,"R",66049,"R",10863,"R",28691,"R",39554,"R",4,"R",0,2,"Z",0,"R",31196,"R",94974,"R",4759,"R",130929,"R",0,"R",2199,"R",2199,"R",133128,133128,"R ",366,"R ",429, 1
105297,2,"R",115569,"R",9852,"R",45,"R",4217,"R",0,"R",119786,"R",9897,"R",129683,"R",26997,"R",312,"R",27309,"R",2,"R",380495,1,"R",97406,"R",193780,"R",75060,"R",0,"R",268840,"R",5700,"R",27120,"R",32820,"R",779561,682155,"R ",0,"R ",32, 2
105330,2,"R",723650,"R",192956,"R",138,"R",47319,"R",161647,"R",770969,"R",354741,"R",1125710,"R",27390,"R",2711,"R",30101,"R",0,"R",3501477,2,"Z",0,"R",168128,"R",2185120,"R",23876,"R",2377124,"R",1369,"R",659082,"R",660451,"R",6539052,6539052,"R ",10628,"R ",32343, 1
105349,2,"R",48328,"R",625,"R",19,"R",2590,"R",0,"R",50918,"R",644,"R",51562,"R",9342,"R",2432,"R",11774,"R",1,"R",334302,1,"R",113652,"R",62758,"R",33091,"R",16895,"R",112744,"R",0,"R",1106,"R",1106,"R",561804,448152,"R ",232,"R ",76, 1
105428,2,"R",58813,"R",143266,"R",43,"R",7324,"R",44952,"R",66137,"R",188261,"R",254398,"R",47145,"R",354720,"R",401865,"R",0,"R",980115,2,"R",0,"R",96761,"R",185253,"R",0,"R",282014,"R",0,"R",18591,"R",18591,"R",1280720,1280720,"R ",262,"R ",89, 1
105525,2,"R",227073,"R",29586,"R",92,"R",22051,"R",17100,"R",249124,"R",46778,"R",295902,"R",98801,"R",604,"R",99405,"R",6,"R",2083853,1,"R",622836,"R",370195,"R",333694,"R",38250,"R",742139,"R",661,"R",256526,"R",257187,"R",3706015,3083179,"R ",484,"R ",50, 1
105534,1,"A",,"R",1143540,"R",7,"A",,"R",0,"A",,"R",1143547,"R",1143547,"A",,"R",156115,"R",156115,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
