UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LSUPPVRS
456940,2,"R",1616,"R",46,"R",9,"R",48,"R",0,"R",1664,"R",55,"R",1719,"R",158,"R",1098,"R",1256,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
456959,2,"R",182,"R",103,"Z",0,"R",6,"R",0,"R",188,"R",103,"R",291,"R",188,"R",103,"R",291,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457004,2,"R",2593,"R",0,"R",21,"R",2,"R",0,"R",2595,"R",21,"R",2616,"R",291,"R",108,"R",399,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457022,2,"R",881,"R",28,"R",47,"R",11,"R",20182,"R",892,"R",20257,"R",21149,"R",12,"R",11189,"R",11201,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457086,2,"R",18,"R",0,"R",3,"R",15,"R",15,"R",33,"R",18,"R",51,"R",0,"R",3,"R",3,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457226,2,"R",10000,"R",5,"R",9,"R",110,"R",202,"R",10110,"R",216,"R",10326,"R",46,"R",0,"R",46,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457299,2,"R",515,"R",65775,"R",20,"R",157,"R",2850,"R",672,"R",68645,"R",69317,"R",439,"R",85,"R",524,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457484,2,"R",11262,"Z",0,"R",62,"R",232,"R",0,"R",11494,"R",62,"R",11556,"R",771,"R",943,"R",1714,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457527,1,"A",,"R",0,"R",2,"A",,"R",0,"A",,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
457688,1,"A",,"R",1425,"R",67,"A",,"R",1725,"A",,"R",3217,"R",3217,"A",,"R",3785,"R",3785,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458113,2,"R",11064,"R",5113,"R",261,"R",251,"R",0,"R",11315,"R",5374,"R",16689,"R",621,"R",2271,"R",2892,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458159,2,"R",2683,"R",0,"R",6,"R",48,"R",0,"R",2731,"R",6,"R",2737,"R",13,"R",3676,"R",3689,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458186,2,"R",101,"R",282000,"R",99,"R",0,"R",0,"R",101,"R",282099,"R",282200,"R",94,"R",145,"R",239,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458210,2,"R",1584,"R",180431,"R",27,"R",47,"R",1045,"R",1631,"R",181503,"R",183134,"R",702,"R",3975,"R",4677,"R",1,"R",85524,1,"R",16303,"R",15390,"R",44394,"R",0,"R",59784,"R",0,"R",8674,"R",8674,"R",170285,153982,"R ",0,"R ",2, 1
458229,2,"R",1584,"R",180431,"R",27,"R",0,"R",1045,"R",1584,"R",181503,"R",183087,"R",687,"R",3657,"R",4344,"R",0,"R",86868,1,"R",13119,"R",11033,"R",34070,"R",15,"R",45118,"R",0,"R",8310,"R",8310,"R",153415,140296,"R ",332,"R ",96, 1
458256,2,"R",586,"R",143876,"R",103,"R",12,"R",0,"R",598,"R",143979,"R",144577,"R",120,"R",248,"R",368,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458283,2,"R",554,"R",282000,"R",98,"R",6,"R",0,"R",560,"R",282098,"R",282658,"R",22,"R",261,"R",283,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458405,2,"R",554,"Z",0,"R",91,"R",151,"Z",0,"R",705,"R",91,"R",796,"R",27,"R",9491,"R",9518,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458441,1,"A",,"Z",0,"R",90,"A",,"Z",0,"A",,"R",90,"R",90,"A",,"R",56672,"R",56672,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458469,2,"R",1547,"R",0,"R",28,"R",373,"R",0,"R",1920,"R",28,"R",1948,"R",724,"R",33899,"R",34623,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458478,2,"R",756,"R",0,"R",7,"R",28,"R",0,"R",784,"R",7,"R",791,"R",2,"R",1,"R",3,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458496,2,"R",6793,"R",197108,"R",61,"R",1261,"R",383186,"R",8054,"R",580355,"R",588409,"R",2209,"R",375232,"R",377441,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458502,2,"R",1004,"R",416788,"R",45,"R",237,"R",8,"R",1241,"R",416841,"R",418082,"R",327,"R",121,"R",448,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458557,1,"A",,"R",85000,"R",51,"A",,"R",85,"A",,"R",85136,"R",85136,"A",,"R",4518,"R",4518,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458575,2,"R",2938,"R",0,"R",0,"R",0,"R",0,"R",2938,"R",0,"R",2938,"R",2938,"R",0,"R",2938,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458593,2,"R",1001,"R",143876,"R",103,"R",27,"R",0,"R",1028,"R",143979,"R",145007,"R",44,"R",159,"R",203,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458681,2,"R",794,"R",0,"R",7,"R",9,"R",0,"R",803,"R",7,"R",810,"R",87,"R",0,"R",87,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458690,2,"R",131,"R",282000,"R",100,"R",20,"R",0,"R",151,"R",282100,"R",282251,"R",35,"R",143,"R",178,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458706,2,"R",732,"R",282000,"R",98,"R",42,"R",0,"R",774,"R",282098,"R",282872,"R",56,"R",266,"R",322,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458733,2,"R",2671,"R",188899,"R",45,"R",137,"R",15975,"R",2808,"R",204919,"R",207727,"R",1111,"R",1010,"R",2121,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458742,2,"R",2319,"R",188899,"R",45,"R",35,"R",15975,"R",2354,"R",204919,"R",207273,"R",327,"R",1010,"R",1337,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458751,2,"R",2517,"R",188899,"R",45,"R",131,"R",15975,"R",2648,"R",204919,"R",207567,"R",1119,"R",1010,"R",2129,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458760,2,"R",2724,"R",188899,"R",45,"R",250,"R",15975,"R",2974,"R",204919,"R",207893,"R",651,"R",1010,"R",1661,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458779,2,"R",2892,"R",188899,"R",45,"R",380,"R",15975,"R",3272,"R",204919,"R",208191,"R",1003,"R",1010,"R",2013,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
458982,2,"R",5609,"R",197108,"R",61,"R",696,"R",383186,"R",6305,"R",580355,"R",586660,"R",1815,"R",375232,"R",377047,"R",0,"R",76963,1,"R",9165,"R",22313,"R",28004,"R",7845,"R",58162,"R",0,"R",1695,"R",1695,"R",145985,136820,"R ",0,"R ",0, 1
458991,2,"R",2493,"R",188899,"R",45,"R",251,"R",15975,"R",2744,"R",204919,"R",207663,"R",998,"R",1010,"R",2008,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459082,2,"R",1828,"R",40897,"R",56,"R",11,"R",31,"R",1839,"R",40984,"R",42823,"R",1077,"R",21297,"R",22374,"R",1,"R",76451,2,"R",0,"R",18954,"R",121518,"R",2509,"R",142981,"R",0,"R",0,"R",0,"R",219432,219432,"R ",0,"R ",0, 1
459091,2,"R",2676,"R",188899,"R",45,"R",72,"R",15975,"R",2748,"R",204919,"R",207667,"R",218,"R",1203,"R",1421,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459107,2,"R",1580,"R",416788,"R",45,"R",93,"R",8,"R",1673,"R",416841,"R",418514,"R",1631,"R",1074,"R",2705,"R",0,"R",60036,2,"Z",0,"R",20478,"R",28628,"R",0,"R",49106,"R",0,"R",0,"R",0,"R",109142,109142,"R ",0,"R ",0, 1
459204,2,"R",90,"R",5,"R",5,"R",72,"R",5,"R",162,"R",15,"R",177,"R",15,"R",15,"R",30,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459213,2,"R",1464,"R",0,"R",38,"R",139,"R",0,"R",1603,"R",38,"R",1641,"R",96,"R",43,"R",139,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459222,2,"R",920,"R",38,"R",5,"R",200,"R",0,"R",1120,"R",43,"R",1163,"R",210,"R",4200,"R",4410,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459259,2,"R",5235,"R",412398,"R",103,"R",446,"R",47942,"R",5681,"R",460443,"R",466124,"R",787,"R",403312,"R",404099,"R",1,"R",128916,1,"R",17211,"R",16944,"R",19070,"R",0,"R",36014,"R",0,"R",0,"R",0,"R",182141,164930,"R ",4,"R ",10, 1
459268,2,"R",3342,"R",412398,"R",103,"R",41,"R",47942,"R",3383,"R",460443,"R",463826,"R",353,"R",403312,"R",403665,"R",1,"R",99836,1,"R",14580,"R",10610,"R",1995,"R",0,"R",12605,"R",0,"R",0,"R",0,"R",127021,112441,"R ",0,"R ",71, 1
459356,2,"R",1085,"R",1349,"R",1,"R",50,"R",0,"R",1135,"R",1350,"R",2485,"R",1085,"R",1349,"R",2434,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459417,2,"R",614,"R",0,"R",0,"R",1887,"R",0,"R",2501,"R",0,"R",2501,"R",732,"R",0,"R",732,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459514,2,"R",12000,"Z",0,"Z",0,"R",5000,"Z",0,"R",17000,"R",0,"R",17000,"R",450,"R",1000,"R",1450,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459587,2,"R",469,"R",178441,"R",29,"R",22,"R",0,"R",491,"R",178470,"R",178961,"R",83,"R",1080738,"R",1080821,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459596,2,"R",640,"R",178441,"R",29,"R",40,"R",0,"R",680,"R",178470,"R",179150,"R",60,"R",1080738,"R",1080798,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459602,2,"R",1330,"R",178441,"R",29,"R",6,"R",0,"R",1336,"R",178470,"R",179806,"R",115,"R",1080738,"R",1080853,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459611,2,"R",295,"R",178441,"R",29,"R",17,"R",0,"R",312,"R",178470,"R",178782,"R",37,"R",1080738,"R",1080775,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459639,2,"R",652,"R",178441,"R",29,"R",116,"R",0,"R",768,"R",178470,"R",179238,"R",36,"R",1080738,"R",1080774,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459648,2,"R",1272,"R",178441,"R",29,"R",230,"R",0,"R",1502,"R",178470,"R",179972,"R",634,"R",1080738,"R",1081372,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459657,2,"R",400,"R",178441,"R",29,"R",0,"R",0,"R",400,"R",178470,"R",178870,"R",5,"R",1080738,"R",1080743,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459666,2,"R",40,"R",178441,"R",29,"R",0,"R",0,"R",40,"R",178470,"R",178510,"R",8,"R",1080738,"R",1080746,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459675,2,"R",693,"R",178441,"R",29,"R",0,"R",0,"R",693,"R",178470,"R",179163,"R",185,"R",1080738,"R",1080923,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459709,2,"R",732,"R",178441,"R",29,"R",244,"R",0,"R",976,"R",178470,"R",179446,"R",494,"R",1080738,"R",1081232,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459718,2,"R",787,"R",178441,"R",29,"R",241,"R",0,"R",1028,"R",178470,"R",179498,"R",652,"R",1080738,"R",1081390,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459727,2,"R",3550,"R",364316,"R",61,"R",219,"R",717,"R",3769,"R",365094,"R",368863,"R",500,"R",5000,"R",5500,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459736,2,"R",13635,"R",145508,"R",121,"R",561,"R",6,"R",14196,"R",145635,"R",159831,"R",3877,"R",167134,"R",171011,"R",0,"R",258304,1,"R",40751,"R",23633,"R",450511,"R",1371,"R",475515,"R",0,"R",40026,"R",40026,"R",814596,773845,"R ",512,"R ",1234, 1
459745,2,"R",1200,"R",192186,"R",153,"R",24,"R",10015,"R",1224,"R",202354,"R",203578,"R",800,"R",83189,"R",83989,"R",3,"R",69824,1,"R",14813,"R",14854,"R",48156,"R",0,"R",63010,"R",0,"R",9475,"R",9475,"R",157122,142309,"R ",1,"R ",536, 1
459824,2,"R",4985,"R",147608,"R",67,"R",149,"R",5,"R",5134,"R",147680,"R",152814,"R",1025,"R",105451,"R",106476,"R",0,"R",171432,1,"R",39438,"R",21534,"R",283219,"R",16692,"R",321445,"R",0,"R",6488,"R",6488,"R",538803,499365,"R ",456,"R ",485, 1
459842,2,"R",1202,"R",28,"R",47,"R",60,"R",20182,"R",1262,"R",20257,"R",21519,"R",350,"R",11189,"R",11539,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459851,2,"R",909,"R",28,"R",47,"R",33,"R",20182,"R",942,"R",20257,"R",21199,"R",181,"R",11189,"R",11370,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
459949,2,"R",24315,"R",79365,"R",135,"R",399,"R",10687,"R",24714,"R",90187,"R",114901,"R",2293,"R",9148,"R",11441,"R",0,"R",437416,1,"R",111686,"R",94656,"R",339841,"R",567,"R",435064,"R",2388,"R",87530,"R",89918,"R",1074084,962398,"R ",90,"R ",1117, 1
460020,2,"R",875,"R",0,"R",3,"R",75,"R",0,"R",950,"R",3,"R",953,"R",194,"R",22990,"R",23184,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460039,2,"R",2771,"R",193007,"R",41,"R",65,"R",3183,"R",2836,"R",196231,"R",199067,"R",138,"R",20973,"R",21111,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460048,2,"R",1269,"R",193007,"R",41,"R",73,"R",3183,"R",1342,"R",196231,"R",197573,"R",20,"R",20973,"R",20993,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460075,2,"R",3600,"R",0,"R",1,"R",250,"R",0,"R",3850,"R",1,"R",3851,"R",2500,"R",5000,"R",7500,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460181,2,"R",540,"R",0,"R",10,"R",40,"R",8,"R",580,"R",18,"R",598,"R",580,"R",702,"R",1282,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460190,2,"R",667,"Z",0,"R",10,"R",47,"Z",0,"R",714,"R",10,"R",724,"R",78,"R",10,"R",88,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460206,2,"R",542,"Z",0,"R",10,"R",2,"Z",0,"R",544,"R",10,"R",554,"R",114,"R",702,"R",816,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460215,2,"R",1352,"R",143876,"R",98,"R",410,"R",0,"R",1762,"R",143974,"R",145736,"R",114,"R",102,"R",216,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460358,2,"R",327,"R",11235,"R",50,"R",10,"R",5038,"R",337,"R",16323,"R",16660,"R",53,"R",44,"R",97,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460394,2,"R",29162,"R",223994,"R",59,"R",1009,"R",5843,"R",30171,"R",229896,"R",260067,"R",14641,"R",136206,"R",150847,"R",0,"R",380228,1,"R",100958,"R",20595,"R",80714,"R",0,"R",101309,"R",0,"R",6126,"R",6126,"R",588621,487663,"R ",0,"R ",0, 2
460464,2,"R",46551,"R",142967,"R",45,"R",672,"R",0,"R",47223,"R",143012,"R",190235,"R",46551,"R",3588,"R",50139,"R",0,"R",778299,2,"R",0,"R",21213,"R",54377,"R",1906,"R",77496,"R",0,"R",32223,"R",32223,"R",888018,888018,"R ",0,"R ",0, 1
460473,2,"R",350,"R",85000,"R",51,"R",20,"R",0,"R",370,"R",85051,"R",85421,"R",32,"R",68,"R",100,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460613,2,"R",787,"R",193007,"R",41,"R",7,"R",3183,"R",794,"R",196231,"R",197025,"R",43,"R",20973,"R",21016,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460677,2,"R",104,"R",0,"R",2,"R",2,"Z",0,"R",106,"R",2,"R",108,"R",24,"R",2,"R",26,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460729,1,"A",,"R",107,"R",179,"A",,"R",0,"A",,"R",286,"R",286,"A",,"R",51365,"R",51365,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460738,1,"A",,"R",48,"R",53,"A",,"R",0,"A",,"R",101,"R",101,"A",,"R",2379,"R",2379,"R",0,"R",0,2,"R",0,"R",0,"R",70312,"R",0,"R",70312,"R",0,"R",72600,"R",72600,"R",142912,142912,"R ",0,"R ",0, 1
460747,2,"R",1515,"R",100050,"R",2,"R",649,"R",50000,"R",2164,"R",150052,"R",152216,"R",761,"R",708,"R",1469,"R",1,"R",97170,1,"R",18204,"R",6519,"R",14150,"R",3360,"R",24029,"R",0,"R",306,"R",306,"R",139709,121505,"R ",39,"R ",39, 1
460774,2,"R",444,"R",143876,"R",103,"R",6,"R",0,"R",450,"R",143979,"R",144429,"R",24,"R",159,"R",183,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460817,1,"A",,"Z",0,"R",90,"A",,"Z",0,"A",,"R",90,"R",90,"A",,"R",90609,"R",90609,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460826,2,"R",258,"Z",0,"R",90,"R",87,"Z",0,"R",345,"R",90,"R",435,"R",0,"R",22741,"R",22741,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460835,2,"R",601,"Z",0,"R",90,"R",83,"Z",0,"R",684,"R",90,"R",774,"R",60,"R",63179,"R",63239,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460844,2,"R",561,"R",143876,"R",103,"R",5,"R",0,"R",566,"R",143979,"R",144545,"R",175,"R",117,"R",292,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460853,2,"R",585,"R",143876,"R",103,"R",1,"R",0,"R",586,"R",143979,"R",144565,"R",63,"R",112,"R",175,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460899,2,"R",1650,"R",0,"R",0,"R",76,"R",0,"R",1726,"R",0,"R",1726,"R",33,"R",0,"R",33,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460923,2,"R",522,"R",143876,"R",103,"R",6,"R",0,"R",528,"R",143979,"R",144507,"R",18,"R",120,"R",138,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
460941,1,"A",,"R",0,"R",4,"A",,"R",600,"A",,"R",604,"R",604,"A",,"R",50,"R",50,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461005,2,"R",788,"R",56,"R",63,"R",22,"R",0,"R",810,"R",119,"R",929,"R",0,"R",152807,"R",152807,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461014,2,"R",2558,"R",30,"R",3,"R",190,"R",26,"R",2748,"R",59,"R",2807,"R",108,"R",42,"R",150,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461023,1,"A",,"R",21000,"R",100,"A",,"Z",0,"A",,"R",21100,"R",21100,"A",,"R",1200,"R",1200,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461032,2,"R",14523,"R",0,"R",2,"R",81,"R",0,"R",14604,"R",2,"R",14606,"R",1446,"R",1960,"R",3406,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461120,2,"R",54681,"R",39000,"R",3,"R",0,"R",0,"R",54681,"R",39003,"R",93684,"R",1000,"R",3000,"R",4000,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461139,2,"R",1348,"R",43,"R",2,"R",50,"R",0,"R",1398,"R",45,"R",1443,"R",1398,"R",45,"R",1443,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461148,2,"R",4759,"R",0,"R",2,"R",5824,"R",0,"R",10583,"R",2,"R",10585,"R",10583,"R",2,"R",10585,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461236,2,"R",29684,"R",63962,"R",4,"R",2731,"R",0,"R",32415,"R",63966,"R",96381,"R",1616,"R",20,"R",1636,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461281,2,"R",5196,"R",6567,"R",1,"R",282,"R",0,"R",5478,"R",6568,"R",12046,"R",312,"R",803,"R",1115,"R",0,"R",31351,1,"R",2672,"R",0,"R",21024,"R",400,"R",21424,"R",0,"R",49200,"R",49200,"R",104647,101975,"R ",0,"R ",10, 1
461315,2,"R",2000,"R",200,"R",53,"R",50,"R",0,"R",2050,"R",253,"R",2303,"R",75,"R",10,"R",85,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
461485,2,"R",23305,"R",0,"R",1840,"R",0,"R",0,"R",23305,"R",1840,"R",25145,"R",23305,"R",1840,"R",25145,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
