id,library
9966,BESS JOHNSON ELKHORN BRANCH LIBRARY
9967,SADDLEBROOK BRANCH LIBRARY
9968,O'NEILL PUBLIC LIBRARY
9969,ORCHARD PUBLIC LIBRARY
9970,ORD TOWNSHIP LIBRARY
9971,CORDELIA B. PRESTON MEMORIAL LIBRARY
9972,OSCEOLA PUBLIC LIBRARY
9973,OSHKOSH PUBLIC LIBRARY
9974,OSMOND PUBLIC LIBRARY
9975,OXFORD PUBLIC LIBRARY
9976,PALISADE PUBLIC LIBRARY
9977,PALMYRA MEMORIAL LIBRARY
9978,PAWNEE CITY PUBLIC LIBRARY
9979,PAXTON PUBLIC LIBRARY
9980,HOUSE MEMORIAL LIBRARY
9981,LIED PIERCE PUBLIC LIBRARY
9982,PILGER PUBLIC LIBRARY
9983,PLAINVIEW CARNEGIE LIBRARY
9984,PLATTSMOUTH PUBLIC LIBRARY
9985,POLK PUBLIC LIBRARY
9986,PONCA PUBLIC LIBRARY
9987,POTTER PUBLIC LIBRARY
9988,PRIMROSE PUBLIC LIBRARY
9989,LIED RANDOLPH PUBLIC LIBRARY
9990,RAVENNA PUBLIC LIBRARY
9991,AULD PUBLIC LIBRARY
9992,RISING CITY COMMUNITY LIBRARY
9993,RUSHVILLE PUBLIC LIBRARY
9994,SAINT EDWARD PUBLIC LIBRARY
9995,SAINT PAUL PUBLIC LIBRARY
9996,SARGENT TOWNSHIP LIBRARY
9997,SCHUYLER PUBLIC LIBRARY
9998,LIED SCOTTSBLUFF PUBLIC LIBRARY
9999,SCRIBNER PUBLIC LIBRARY
10000,SEWARD MEMORIAL LIBRARY
10001,SHELTON TOWNSHIP LIBRARY
10002,VIRGIL BIEGERT PUBLIC LIBRARY
10003,SHUBERT PUBLIC LIBRARY AND MUSEUM
10004,SIDNEY PUBLIC LIBRARY
10005,SILVER CREEK TOWNSHIP LIBRARY
10006,SNYDER PUBLIC LIBRARY
10007,SOUTH SIOUX CITY PUBLIC LIBRARY
10008,SPENCER TOWNSHIP LIBRARY
10009,SPRINGFIELD MEMORIAL LIBRARY
10010,STANTON PUBLIC LIBRARY
10011,LOGAN COUNTY LIBRARY
10012,STRATTON PUBLIC LIBRARY
10013,STROMSBURG PUBLIC LIBRARY
10014,STUART TOWNSHIP LIBRARY
10015,MAXINE WHITE SUTHERLAND PUBLIC LIBRARY
10016,SUTTON MEMORIAL LIBRARY
10017,SYRACUSE PUBLIC LIBRARY
10018,TABLE ROCK PUBLIC LIBRARY
10019,TAYLOR PUBLIC LIBRARY
10020,TECUMSEH PUBLIC LIBRARY
10021,LIED TEKAMAH PUBLIC LIBRARY
10022,RAYMOND A. WHITWER TILDEN PUBLIC LIBRARY
10023,TOBIAS PUBLIC LIBRARY
10024,TRENTON PUBLIC LIBRARY
10025,ULYSSES TOWNSHIP LIBRARY
10026,VALENTINE PUBLIC LIBRARY
10027,VALLEY PUBLIC LIBRARY
10028,VALPARAISO PUBLIC LIBRARY
10029,VERDIGRE PUBLIC LIBRARY
10030,VILLAGE OF VERDON LIBRARY
10031,WAHOO PUBLIC LIBRARY
10032,GARDNER PUBLIC LIBRARY
10033,WALTHILL PUBLIC LIBRARY
10034,AGNES ROBINSON WATERLOO PUBLIC LIBRARY
10035,WAUNETA PUBLIC LIBRARY
10036,LIED LINCOLN TOWNSHIP LIBRARY
10037,WAYNE PUBLIC LIBRARY
10038,WEEPING WATER PUBLIC LIBRARY
10039,JOHN A. STAHL LIBRARY
10040,DVORACEK MEMORIAL LIBRARY
10041,WILCOX PUBLIC LIBRARY
10042,LIED WINSIDE PUBLIC LIBRARY
10043,WISNER PUBLIC LIBRARY
10044,WOLBACH PUBLIC LIBRARY
10045,MALTMAN MEMORIAL PUBLIC LIBRARY
10046,WYMORE PUBLIC LIBRARY
10047,KILGORE MEMORIAL LIBRARY
10048,YUTAN PUBLIC LIBRARY
10049,CAMPBELL PUBLIC LIBRARY
10050,MADISON PUBLIC LIBRARY
10051,SHELBY COMMUNITY LIBRARY
10052,STRUCKMAN BAATZ PUBLIC LIBRARY
10053,INDIANOLA PUBLIC LIBRARY
10054,EWING TOWNSHIP LIBRARY
10055,SUMP MEMORIAL LIBRARY
10056,SUPERIOR PUBLIC LIBRARY
10057,HRUSKA MEMORIAL LIBRARY
10058,DWIGHT COMMUNITY LIBRARY
10059,MILLIGAN PUBLIC LIBRARY
10060,HOOPER PUBLIC LIBRARY
10061,LAUREL COMMUNITY LEARNING CENTER
10062,ALLIANCE PUBLIC LIBRARY
10063,LA VISTA PUBLIC LIBRARY
10064,BARIGHT PUBLIC LIBRARY
10065,BOB & WAUNETA BURKLEY LIBRARY & RESOURCE CENTER
10066,GIBBON PUBLIC LIBRARY
10067,BIG SPRINGS PUBLIC LIBRARY
10068,DALTON PUBLIC LIBRARY
10069,DAVIES MEMORIAL LIBRARY
10070,DUNDY COUNTY LIBRARY
10071,FAITH MEMORIAL LIBRARY
10072,FINCH MEMORIAL LIBRARY
10073,GILTNER PUBLIC LIBRARY
10074,JOHN G SMITH MEMORIAL LIBRARY
10075,KEYA PAHA COUNTY LIBRARY
10076,LOOMIS PUBLIC LIBRARY
10077,LYNCH PUBLIC LIBRARY
10078,NEHAWKA PUBLIC LIBRARY
10079,OCONTO PUBLIC LIBRARY
10080,OVERTON COMMUNITY LIBRARY
10081,PALMER PUBLIC LIBRARY
10082,PETERSBURG PUBLIC LIBRARY
10083,PLYMOUTH PUBLIC LIBRARY
10084,SCOTIA PUBLIC LIBRARY
10085,SIOUX COUNTY PUBLIC LIBRARY
10086,SPALDING PUBLIC LIBRARY
10087,SPRINGBANK TOWNSHIP LIBRARY
10088,STELLA COMMUNITY LIBRARY
10089,STERLING PUBLIC LIBRARY
10090,TALMAGE PUBLIC LIBRARY
10091,THOMAS COUNTY LIBRARY
10092,TUCKER MEMORIAL LIBRARY
10093,WILSONVILLE PUBLIC LIBRARY
10094,DOUGLAS PUBLIC LIBRARY
10095,GREELEY PUBLIC LIBRARY
10096,TUCKER FREE LIBRARY
10097,HILL PUBLIC LIBRARY
10098,FULLER PUBLIC LIBRARY
10099,HINSDALE PUBLIC LIBRARY
10100,HOLDERNESS LIBRARY
10101,HOLLIS SOCIAL LIBRARY
10102,HOOKSETT PUBLIC LIBRARY
10103,HOPKINTON TOWN LIBRARY
10104,RODGERS MEMORIAL LIBRARY
10105,KIMBALL LIBRARY
10106,JACKSON PUBLIC LIBRARY
10107,JAFFREY PUBLIC LIBRARY
10108,JEFFERSON PUBLIC LIBRARY
10109,KEENE PUBLIC LIBRARY
10110,KENSINGTON SOCIAL & PUBLIC LIBRARY
10111,KINGSTON COMMUNITY LIBRAY
10112,GOSS READING ROOM
10113,LACONIA PUBLIC LIBRARY
10114,WILLIAM D. WEEKS MEMORIAL LIBRARY
10115,KILTON PUBLIC LIBRARY
10116,LEBANON PUBLIC LIBRARY
10117,LEE PUBLIC LIBRARY
10118,GRIFFIN FREE PUBLIC LIBRARY
10119,MINER MEMORIAL LIBRARY
10120,LINCOLN PUBLIC LIBRARY
10121,LISBON PUBLIC LIBRARY
10122,AARON CUTLER MEMORIAL LIBRARY
10123,LITTLETON PUBLIC LIBRARY
10124,LEACH LIBRARY
10125,MAXFIELD PUBLIC LIBRARY
10126,CONVERSE FREE LIBRARY
10127,J.A. TARBELL LIBRARY
10128,MADISON LIBRARY
10129,OSCAR FOSS MEMORIAL LIBRARY
10130,WEST SIDE COMMUNITY LIBRARY
10131,MANCHESTER CITY LIBRARY
10132,FROST FREE LIBRARY
10133,MARLOW TOWN LIBRARY
10134,MASON PUBLIC LIBRARY
10135,MEREDITH PUBLIC LIBRARY
10136,MERRIMACK PUBLIC LIBRARY
10137,MILAN PUBLIC LIBRARY
10138,WILLIAM Y. WADLEIGH MEMORIAL LIBRARY
10139,NUTE HIGH SCHOOL & LIBRARY
10140,MILTON FREE PUBLIC LIBRARY
10141,BARRINGTON PUBLIC LIBRARY
10142,MONROE PUBLIC LIBRARY
10143,DALAND MEMORIAL LIBRARY
10144,MOULTONBOROUGH PUBLIC LIBRARY
10145,NASHUA PUBLIC LIBRARY
10146,OLIVIA RODHAM MEMORIAL LIBRARY
10147,WHIPPLE FREE LIBRARY
10148,NEWBURY PUBLIC LIBRARY
10149,NEW CASTLE PUBLIC LIBRARY
10150,NEW DURHAM PUBLIC LIBRARY
10151,PAUL MEMORIAL LIBRARY
10152,BARTLETT PUBLIC LIBRARY
10153,GORDON-NASH LIBRARY
10154,LANGDON LIBRARY
10155,NEW IPSWICH LIBRARY
10156,TRACY MEMORIAL LIBRARY
10157,NEWMARKET PUBLIC LIBRARY
10158,RICHARDS FREE LIBRARY
10159,GALE LIBRARY
10160,NORTH HAMPTON PUBLIC LIBRARY
10161,NORTHUMBERLAND PUBLIC LIBRARY
10162,CHESLEY MEMORIAL LIBRARY
10163,BATH PUBLIC LIBRARY
10164,BLAISDELL MEMORIAL LIBRARY
10165,ORFORD FREE LIBRARY
10166,OSSIPEE PUBLIC LIBRARY
10167,PELHAM PUBLIC LIBRARY
10168,PEMBROKE TOWN LIBRARY
10169,PETERBOROUGH TOWN LIBRARY
10170,PIERMONT PUBLIC LIBRARY
10171,BREMER POND MEMORIAL LIBRARY
10172,BEDFORD PUBLIC LIBRARY
10173,JOSIAH CARPENTER LIBRARY
10174,PHILIP READ MEMORIAL LIBRARY
10175,MERIDEN LIBRARY
10176,PLAISTOW PUBLIC LIBRARY
10177,PEASE PUBLIC LIBRARY
10178,PORTSMOUTH PUBLIC LIBRARY
10179,DUDLEY-TUCKER LIBRARY
10180,RICHMOND PUBLIC LIBRARY
10181,INGALLS MEMORIAL LIBRARY
10182,BELMONT PUBLIC LIBRARY
10183,ROCHESTER PUBLIC LIBRARY
10184,EAST ROCHESTER PUBLIC LIBRARY
10185,BYRON G. MERRILL LIBRARY
10186,RYE PUBLIC LIBRARY
10187,KELLEY LIBRARY
10188,SALISBURY FREE LIBRARY
10189,SANBORNTON PUBLIC LIBRARY
10190,SANDOWN PUBLIC LIBRARY
10191,SAMUEL H. WENTWORTH LIBRARY
10192,SEABROOK LIBRARY
10193,G.E.P. DODGE LIBRARY
10194,SOMERSWORTH PUBLIC LIBRARY
10195,SOUTH HAMPTON FREE PUBLIC LIBRARY
10196,LIBBIE A. CASS MEMORIAL LIBRARY
10197,DENNIS JOOS MEMORIAL LIBRARY
10198,DAVIS PUBLIC LIBRARY
10199,HILL LIBRARY
10200,HAYNES LIBRARY
10201,BERLIN PUBLIC LIBRARY
10202,STRATFORD PUBLIC LIBRARY
10203,WIGGIN MEMORIAL LIBRARY
10204,RICHARDSON MEMORIAL LIBRARY
10205,SULLIVAN PUBLIC LIBRARY
10206,ABBOTT LIBRARY
10207,REED FREE LIBRARY
10208,MT. CAESAR UNION LIBRARY
10209,STRATTON FREE LIBRARY
10210,BETHLEHEM PUBLIC LIBRARY
10211,MANSFIELD PUBLIC LIBRARY
10212,THORNTON PUBLIC LIBRARY
10213,HALL MEMORIAL LIBRARY
10214,GAY-KIMBALL LIBRARY
10215,TUFTONBORO FREE LIBRARY
10216,UNITY FREE PUBLIC LIBRARY
10217,WAKEFIELD PUBLIC LIBRARY
10218,"GAFNEY LIBRARY, INC."
10219,BOSCAWEN PUBLIC LIBRARY
10220,NORTH WALPOLE BRANCH LIBRARY
10221,WALPOLE TOWN LIBRARY
10222,PILLSBURY FREE LIBRARY
10223,JOSEPH PATCH LIBRARY
10224,SHEDD FREE LIBRARY
10225,OSCEOLA LIBRARY
10226,WEARE PUBLIC LIBRARY
10227,WEBSTER FREE PUBLIC LIBRARY
10228,WEBSTER MEMORIAL LIBRARY
10229,WESTMORELAND PUBLIC LIBRARY
10230,WHITEFIELD PUBLIC LIBRARY
10231,BAKER FREE LIBRARY
10232,WILMOT PUBLIC LIBRARY
10233,WILTON PUBLIC & GREGG FREE LIBRARY
10234,CONANT PUBLIC LIBRARY
10235,THAYER PUBLIC LIBRARY
10236,NESMITH LIBRARY
10237,WOLFEBORO PUBLIC LIBRARY
10238,MOOSILAUKE PUBLIC LIBRARY
10239,BROWN MEMORIAL LIBRARY
10240,MARY E. BARTLETT LIBRARY
10241,MINOT-SLEEPER LIBRARY
10242,BROOKLINE PUBLIC LIBRARY
10243,ALLENSTOWN PUBLIC LIBRARY
10244,CANAAN TOWN LIBRARY
10245,SMYTH PUBLIC LIBRARY
10246,ELKINS LIBRARY
10247,TWIN MOUNTAIN PUBLIC LIBRARY
10248,JAMES E. NICHOLS MEMORIAL LIBRARY
10249,SILSBY FREE PUBLIC LIBRARY
10250,CHESTERFIELD PUBLIC LIBRARY
10251,CHICHESTER TOWN LIBRARY
10252,FISKE FREE LIBRARY
10253,SHEDD-PORTER MEMORIAL LIBRARY
10254,COLEBROOK PUBLIC LIBRARY
10255,PENACOOK BRANCH LIBRARY
10256,CONCORD PUBLIC LIBRARY
10257,CONWAY PUBLIC LIBRARY
10258,NORTH CONWAY PUBLIC LIBRARY ASSOCIATION
10259,GEORGE H. STOWELL FREE LIBRARY
10260,DALTON PUBLIC LIBRARY
10261,COLBY MEMORIAL LIBRARY
10262,PHILBRICK-JAMES LIBRARY
10263,GILMAN LIBRARY
10264,DEERING PUBLIC LIBRARY
10265,DERRY PUBLIC LIBRARY
10266,TAYLOR LIBRARY
10267,DOVER PUBLIC LIBRARY
10268,DUBLIN PUBLIC LIBRARY
10269,DUNBARTON PUBLIC LIBRARY
10270,DURHAM PUBLIC LIBRARY
10271,EAST KINGSTON PUBLIC LIBRARY
10272,AMHERST TOWN LIBRARY
10273,EASTON PUBLIC LIBRARY
10274,EFFINGHAM PUBLIC LIBRARY
10275,ENFIELD PUBLIC LIBRARY
10276,HARVEY-MITCHELL MEMORIAL LIBRARY
10277,EPSOM PUBLIC LIBRARY
10278,ERROL PUBLIC LIBRARY
10279,EXETER PUBLIC LIBRARY
10280,GOODWIN LIBRARY
10281,FITZWILLIAM TOWN LIBRARY
10282,GEORGE HOLMES BIXBY MEMORIAL LIBRARY
10283,ABBIE GREENLEAF LIBRARY
10284,ANDOVER PUBLIC LIBRARY
10285,FRANKLIN PUBLIC LIBRARY
10286,FREEDOM PUBLIC LIBRARY
10287,FREMONT PUBLIC LIBRARY
10288,GILFORD PUBLIC LIBRARY
10289,GILMANTON CORNER PUBLIC LIBRARY
10290,GOFFSTOWN PUBLIC LIBRARY
10291,GORHAM PUBLIC LIBRARY
10292,OLIVE G. PETTIS LIBRARY
10293,GRAFTON PUBLIC LIBRARY
10294,DUNBAR FREE LIBRARY
10295,STEPHENSON MEMORIAL LIBRARY
10296,WEEKS PUBLIC LIBRARY
10297,CHAMBERLIN FREE PUBLIC LIBRARY
10298,GROTON PUBLIC LIBRARY
10299,HAMPSTEAD PUBLIC LIBRARY
10300,LANE MEMORIAL LIBRARY
10301,JAMES A. TUTTLE LIBRARY
10302,HAMPTON FALLS FREE LIBRARY
10303,HANCOCK TOWN LIBRARY
10304,HOWE LIBRARY
10305,HARRISVILLE PUBLIC LIBRARY
10306,WOODSVILLE FREE PUBLIC LIBRARY
10307,PATTEN-NORTH HAVERHILL LIBRARY
10308,PIKE LIBRARY
10309,HAVERHILL LIBRARY ASSOCIATION
10310,HEBRON PUBLIC LIBRARY
10311,DUMMER PUBLIC LIBRARY
10312,CAMPTON PUBLIC LIBRARY
10313,SUTTON FREE LIBRARY
10314,ACWORTH SILSBY PUBLIC LIBRARY
10315,COOK MEMORIAL LIBRARY
10316,CHOCORUA PUBLIC LIBRARY
10317,ASHLAND TOWN LIBRARY
10318,CHESTER PUBLIC LIBRARY
10319,GEORGE GAMBLE LIBRARY
10320,HANOVER TOWN LIBRARY
10321,GILSUM PUBLIC LIBRARY
10322,SHELBURNE PUBLIC LIBRARY
10323,RANDOLPH PUBLIC LIBRARY
10324,BRIDGEWATER PUBLIC LIBRARY
10325,ORFORD SOCIAL LIBRARY
10326,GILMANTON IRON WORKS LIBRARY
10327,MADBURY PUBLIC LIBRARY
10328,WILLIAM ADAMS BACHELDER LIBRARY
10329,ROLLINSFORD PUBLIC LIBRARY
10330,GILMANTON YEAR-ROUND LIBRARY ASSOCIATION
10331,ATLANTIC COUNTY LIBRARY
10332,BRIGANTINE BRANCH LIBRARY
10333,EGG HARBOR TOWNSHIP BRANCH
10334,GALLOWAY TOWNSHIP BRANCH LIBRARY
10335,PLEASANTVILLE BRANCH
10336,VENTNOR COMMUNITY LIBRARY
10337,HAMMONTON BRANCH
10338,ATLANTIC COUNTY BOOKMOBILE
10339,SOMERS POINT BRANCH LIBRARY
10340,LONGPORT BRANCH
10341,EGG HARBOR CITY BRANCH
10342,ABSECON PUBLIC LIBRARY
10343,ATLANTIC CITY FREE PUBLIC LIBRARY
10344,RICHMOND AVE. BRANCH
10345,LINWOOD PUBLIC LIBRARY
10346,MARGATE CITY PUBLIC LIBRARY
10347,NORTHFIELD PUBLIC LIBRARY
10348,LEE MEMORIAL LIBRARY
10349,BERGENFIELD FREE PUBLIC LIBRARY
10350,BOGOTA PUBLIC LIBRARY
10351,WILLIAM E. DERMODY PUBLIC LIBRARY
10352,CLIFFSIDE PARK FREE LIBRARY
10353,CLOSTER PUBLIC LIBRARY
10354,CRESSKILL PUBLIC LIBRARY
10355,DEMAREST PUBLIC LIBRARY ASSOCIATION
10356,DIXON HOMESTEAD LIBRARY
10357,EAST RUTHERFORD MEMORIAL LIBRARY
10358,EDGEWATER FREE PUBLIC LIBRARY
10359,ELMWOOD PARK FREE PUBLIC LIBRARY
10360,EMERSON PUBLIC LIBRARY
10361,ENGLEWOOD LIBRARY
10362,MAURICE M. PINE FREE PUBLIC LIBRARY
10363,FAIRVIEW FREE PUBLIC LIBRARY
10364,FORT LEE FREE PUBLIC LIBRARY
10365,FRANKLIN LAKES FREE PUBLIC LIBRARY
10366,GARFIELD FREE PUBLIC LIBRARY
10367,GLEN ROCK PUBLIC LIBRARY
10368,JOHNSON FREE PUBLIC LIBRARY
10369,HARRINGTON PARK PUBLIC LIBRARY
10370,HASBROUCK HEIGHTS FREE PUBLIC LIBRARY
10371,HAWORTH MUNICIPAL LIBRARY
10372,HILLSDALE FREE PUBLIC LIBRARY
10373,HO-HO-KUS PUBLIC LIBRARY
10374,LEONIA PUBLIC LIBRARY
10375,LITTLE FERRY FREE PUBLIC LIBRARY
10376,LODI MEMORIAL LIBRARY
10377,LYNDHURST FREE PUBLIC LIBRARY
10378,MAHWAH FREE PUBLIC LIBRARY
10379,MAYWOOD PUBLIC LIBRARY
10380,MIDLAND PARK MEMORIAL LIB.
10381,MONTVALE FREE PUBLIC LIBRARY
10382,NEW MILFORD PUBLIC LIBRARY
10383,NO. ARLINGTON PUBLIC LIBRARY
10384,NORWOOD PUBLIC LIBRARY
10385,OAKLAND PUBLIC LIBRARY
10386,OLD TAPPAN FREE PUBLIC LIBRARY
10387,ORADELL PUBLIC LIBRARY
10388,PALISADES PARK FREE PUBLIC LIBRARY
10389,PARAMUS PUBLIC LIBRARY
10390,MIDLAND AVENUE BRANCH
10391,PARK RIDGE FREE PUB. LIB.
10392,RAMSEY FREE PUBLIC LIBRARY
10393,RIDGEFIELD FREE PUB. LIB.
10394,RIDGEFIELD PARK PUB. LIB.
10395,RIDGEWOOD PUBLIC LIBRARY
10396,RIVER EDGE FREE PUB. LIB.
10397,RIVER VALE PUBLIC LIBRARY
10398,ROCHELLE PARK PUBLIC LIBRARY
10399,RUTHERFORD FREE PUB. LIB.
10400,SADDLE BROOK FREE PUB. LIB.
10401,TEANECK PUBLIC LIBRARY
10402,TENAFLY FREE PUBLIC LIBRARY
10403,UPPER SADDLE RIVER PUBLIC LIBRARY
10404,WALDWICK PUBLIC LIBRARY
10405,JOHN F. KENNEDY MEMORIAL LIBRARY
10406,WASH. TWP PUB LIB/WESTWOOD
10407,WESTWOOD FREE PUBLIC LIBRARY
10408,WOOD-RIDGE MEMORIAL LIBRARY
10409,WYCKOFF FREE PUBLIC LIBRARY
10410,BURLINGTON COUNTY LIBRARY
10411,BORDENTOWN BRANCH LIBRARY
10412,CINNAMINSON BRANCH LIBRARY
10413,EVESHAM BRANCH LIBRARY
10414,PINELANDS BRANCH LIBRARY
10415,BURLINGTON BOOKMOBILE
10416,RIVERTON - PALMYRA BRANCH
10417,PEMBERTON BRANCH LIBRARY
10418,MAPLE SHADE BRANCH
10419,LIBRARY COMPANY OF BURLINGTON
10420,CROSSWICKS PUBLIC LIBRARY
10421,DELANCO PUBLIC LIBARY
10422,BEVERLY-EDGEWATER PARK FREE LIBRARY
10423,FLORENCE TOWNSHIP LIBRARY
10424,MOORESTOWN LIBRARY
10425,MOUNT HOLLY LIBRARY & LYCEUM
10426,MOUNT LAUREL FREE PUBLIC LIBRARY
10427,RIVERSIDE PUBLIC LIBRARY
10428,SALLY STRETCH KEEN MEMORIAL LIBRARY
10429,WILLINGBORO PUBLIC LIBRARY
10430,CAMDEN COUNTY LIBRARY
10431,GLOUCESTER TOWNSHIP BRANCH LIBRARY
10432,HADDON TOWNSHIP BRANCH LIBRARY
10433,SOUTH COUNTY BRANCH LIBRARY
10434,BELLMAWR BRANCH LIBRARY
10435,MERCHANTVILLE READING CENTER
10436,FERRY AVENUE BRANCH
10437,NINA CRUZ-PEREZ BRANCH
10438,AUDUBON FREE PUBLIC LIBRARY
10439,MARIE FLECHE MEMORIAL LIBRARY
10440,CHERRY HILL FREE PUBLIC LIBRARY
10441,CLEMENTON MEMORIAL LIBRARY
10442,COLLINGSWOOD FREE PUBLIC LIBRARY
10443,GIBBSBORO PUBLIC LIBRARY
10444,GLOUCESTER CITY LIBRARY
10445,HADDONFIELD PUBLIC LIBRARY
10446,HADDON HEIGHTS PUBLIC LIBRARY
10447,OAKLYN MEMORIAL LIBRARY
10448,PENNSAUKEN FREE PUB. LIB.
10449,RUNNEMEDE PUBLIC LIBRARY
10450,STRATFORD PUBLIC LIBRARY
10451,WATERFORD TWSP. PUB LIB.
10452,CAPE MAY COUNTY LIBRARY
10453,LOWER CAPE BRANCH
10454,SEA ISLE CITY BRANCH
10455,STONE HARBOR BRANCH
10456,UPPER CAPE BRANCH
10457,CAPE MAY BOOKMOBILE
10458,CAPE MAY CITY BRANCH
10459,WILDWOOD CREST BRANCH
10460,WOODBINE BRANCH
10461,OCEAN CITY FREE PUB. LIB.
10462,CUMBERLAND COUNTY LIBRARY
10463,BRIDGETON FREE PUBLIC LIBRARY
10464,MILLVILLE PUBLIC LIBRARY
10465,VINELAND PUBLIC LIBRARY
10466,BELLEVILLE FREE PUBLIC LIBRARY
10467,BLOOMFIELD PUBLIC LIBRARY
10468,CALDWELL FREE PUBLIC LIBRARY
10469,CEDAR GROVE FREE PUBLIC LIBRARY
10470,EAST ORANGE PUBLIC LIBRARY
10471,AMPERE BRANCH
10472,ELMWOOD BRANCH
10473,FRANKLIN BRANCH
10474,FAIRFIELD FREE PUBLIC LIBRARY
10475,GLEN RIDGE FREE PUBLIC LIBRARY
10476,IRVINGTON PUBLIC LIBRARY
10477,LIVINGSTON FREE PUBLIC LIBRARY
10478,MAPLEWOOD MEMORIAL LIBRARY
10479,HILTON BRANCH
10480,MILLBURN FREE PUBLIC LIBRARY
10481,MONTCLAIR PUBLIC LIBRARY
10482,BELLEVUE AVE. BRANCH LIB.
10483,NEWARK PUBLIC LIBRARY
10484,BRANCH BROOK BRANCH
10485,CLINTON BRANCH
10486,NORTH END BRANCH
10487,ROSEVILLE BRANCH
10488,SPRINGFIELD BRANCH
10489,VAILSBURG BRANCH
10490,VAN BUREN BRANCH
10491,WEEQUAHIC BRANCH
10492,NUTLEY FREE PUBLIC LIBRARY
10493,THE ORANGE PUBLIC LIBRARY
10494,ROSELAND PUBLIC LIBRARY
10495,SOUTH ORANGE PUBLIC LIBRARY
10496,VERONA FREE PUBLIC LIBRARY
10497,WEST CALDWELL PUBLIC LIBRARY
10498,WEST ORANGE FREE PUB. LIB.
10499,GLOUCESTER COUNTY LIBRARY
10500,LOGAN TOWNSHIP BRANCH
10501,GLASSBORO BRANCH LIBRARY
10502,GIBBSTOWN PUBLIC LIBRARY
10503,SWEDESBORO PUBLIC LIBRARY
10504,EAST GREENWICH LIBRARY
10505,JAMES H. JOHNSON MEMORIAL LIBRARY
10506,FRANKLIN TWP. PUB. LIB./FRANKLINVILLE
10507,MONROE TOWNSHIP FREE PUBLIC LIBRARY
10508,NEWFIELD PUBLIC LIBRARY
10509,GILL MEMORIAL LIBRARY
10510,MCCOWAN MEMORIAL LIBRARY
10511,MARGARET E HEGGAN PUBLIC LIBRARY
10512,WENONAH FREE PUBLIC LIBRARY
10513,WEST DEPTFORD PUBLIC LIBRARY
10514,WESTVILLE PUBLIC LIBRARY
10515,WOODBURY PUBLIC LIBRARY
10516,BAYONNE FREE PUBLIC LIBRARY
10517,HARRISON PUBLIC LIBRARY
10518,HOBOKEN PUBLIC LIBRARY
10519,JERSEY CITY PUBLIC LIBRARY
10520,GLENN D. CUNNINGHAM BRANCH
10521,FIVE CORNERS BRANCH
10522,GREENVILLE BRANCH
10523,HUDSON CITY BRANCH
10524,LAFAYETTE BRANCH
10525,MARION BRANCH
10526,MILLER BRANCH
10527,PAVONIA BRANCH
10528,WEST BERGEN BRANCH
10529,JERSEY CITY BOOKMOBILE
10530,KEARNY PUBLIC LIBRARY
10531,KEARNY BRANCH LIBRARY
10532,NORTH BERGEN PUBLIC LIBRARY
10533,KENNEDY BRANCH
10534,SECAUCUS FREE PUBLIC LIBRARY
10535,UNION CITY PUBLIC LIBRARY
10536,UNION CITY BRANCH PUB. LIB.
10537,WEEHAWKEN FREE PUBLIC LIBRARY
10538,WEST NEW YORK PUBLIC LIBRARY
10539,HUNTERDON COUNTY LIBRARY
10540,NORTH COUNTY BRANCH LIBRARY
10541,HUNTERDON COUNTY LIBRARY BOOKMOBILE
10542,SOUTH COUNTY BRANCH
10543,FLEMINGTON FREE PUBLIC LIBRARY
10544,FRENCHTOWN PUBLIC LIBRARY
10545,HIGH BRIDGE PUBLIC LIBRARY
10546,HOLLAND TOWNSHIP FREE PUBLIC LIBRARY
10547,LAMBERTVILLE FREE PUBLIC LIBRARY
10548,MILFORD PUBLIC LIBRARY
10549,TEWKSBURY TWSP. PUB. LIB.
10550,MERCER COUNTY LIBRARY
10551,HICKORY CORNER ROAD BRANCH
10552,EWING BRANCH LIBRARY
10553,HIGHTSTOWN MEMORIAL LIBRARY
10554,HOLLOWBROOK BRANCH LIBRARY
10555,HOPEWELL BRANCH LIBRARY
10556,TWIN RIVERS BRANCH LIBRARY
10557,WASHINGTON TOWNSHIP BRANCH LIBRARY
10558,WEST WINDSOR BRANCH LIBRARY
10559,HAMILTON TWSP. FREE PUBLIC LIBRARY
10560,HOPEWELL PUBLIC LIBRARY
10561,PENNINGTON FREE PUB. LIB.
10562,PRINCETON PUBLIC LIBRARY
10563,TRENTON FREE PUBLIC LIBRARY
10564,CARTERET PUBLIC LIBRARY
10565,CRANBURY PUBLIC LIBRARY
10566,DUNELLEN FREE PUBLIC LIBRARY
10567,EAST BRUNSWICK PUBLIC LIBRARY
10568,EDISON TWSP. FREE PUBLIC LIB
10569,CLARA BARTON BRANCH
10570,NORTH EDISON BRANCH
10571,EDISON TWSP. BOOKMOBILE
10572,HIGHLAND PARK PUBLIC LIBRARY
10573,JAMESBURG LIBRARY
10574,METUCHEN PUBLIC LIBRARY
10575,MIDDLESEX PUBLIC LIBRARY
10576,MILLTOWN PUBLIC LIBRARY
10577,MONROE TOWNSHIP PUBLIC LIBRARY
10578,MONROE TOWNSHIP BOOKMOBILE
10579,NEW BRUNSWICK FREE PUB. LIB.
10580,NO. BRUNSWICK FREE PUB. LIB.
10581,OLD BRIDGE PUBLIC LIBRARY
10582,LAURENCE HARBOR BRANCH
10583,PERTH AMBOY FREE PUB. LIB.
