id,library
3275,MORROW BRANCH LIBRARY
3276,RIVERDALE BRANCH LIBRARY
3277,CLAYTON COUNTY HEADQUARTERS LIBRARY
3278,LOVEJOY BRANCH LIBRARY
3279,SWITZER LIBRARY
3280,ACWORTH LIBRARY
3281,EAST MARIETTA LIBRARY
3282,GRITTERS LIBRARY
3283,HATTIE G. WILSON LIBRARY
3284,KEMP MEMORIAL LIBRARY
3285,KENNESAW LIBRARY
3286,LEWIS A. RAY LIBRARY
3287,MOUNTAIN VIEW REGIONAL LIBRARY
3288,POWDER SPRINGS LIBRARY
3289,SIBLEY LIBRARY
3290,SOUTH COBB REGIONAL LIBRARY
3291,STRATTON LIBRARY
3292,SWEETWATER VALLEY LIBRARY
3293,VININGS LIBRARY
3294,WEST COBB REGIONAL LIBRARY
3295,EAST COBB LIBRARY
3296,WINDY HILL LIBRARY
3297,DOUGLAS-COFFEE COUNTY PUBLIC LIBRARY
3298,BROXTON PUBLIC LIBRARY
3299,NICHOLLS PUBLIC LIBRARY
3300,PEARSON PUBLIC LIBRARY
3301,WILLACOOCHEE PUBLIC LIBRARY
3302,AMBROSE PUBLIC LIBRARY
3303,MOULTRIE-COLQUITT COUNTY LIBRARY
3304,COLQUITT COUNTY BOOKMOBILE
3305,DOERUN MUNICIPAL LIBRARY
3306,DECATUR COUNTY-GILBERT H. GRAGG LIBRARY
3307,BOOKMOBILE
3308,"JAMES W. MERRITT, JR. MEMORIAL LIBRARY"
3309,SEMINOLE COUNTY PUBLIC LIBRARY
3310,DECATUR LIBRARY
3311,BROOKHAVEN BRANCH
3312,COVINGTON BRANCH
3313,TOCO HILL-AVIS G. WILLIAMS BRANCH
3314,DUNWOODY BRANCH
3315,CHAMBLEE BRANCH
3316,DORAVILLE BRANCH
3317,EMBRY HILLS BRANCH
3318,HAIRSTON CROSSING BRANCH
3319,LITHONIA-DAVIDSON BRANCH
3320,TUCKER-REID H. COFER BRANCH
3321,SALEM-PANOLA BRANCH
3322,SCOTT CANDLER BRANCH
3323,STONE MOUNTAIN-SUE KELLOGG BRANCH
3324,SCOTTDALE-TOBIE GRANT BRANCH
3325,WESLEY CHAPEL-WILLIAM C. BROWN BRANCH
3326,CLARKSTON BRANCH
3327,FLAT SHOALS BRANCH
3328,NORTHLAKE-BARBARA LOAR BRANCH
3329,REDAN-TROTTI BRANCH
3330,GRESHAM BRANCH
3331,LIBRARY ADMINISTRATIVE CENTER
3332,STONECREST BRANCH
3333,TESSIE W. NORRIS /COCHRAN-BLECKLEY LIBRARY
3334,WILCOX COUNTY LIBRARY
3335,M.E. RODEN MEMORIAL LIBRARY
3336,DODGE COUNTY - MURRELL MEMORIAL LIBRARY
3337,TELFAIR COUNTY LIBRARY
3338,WHEELER COUNTY LIBRARY
3339,CENTRAL LIBRARY
3340,NORTHWEST LIBRARY
3341,TALLULAH MASSEY LIBRARY
3342,WESTTOWN LIBRARY
3343,ELBERT COUNTY LIBRARY BOOKMOBILE
3344,ELBERT COUNTY PUBLIC LIBRARY
3345,BOWMAN SERVICE OUTLET
3346,CAVE SPRING LIBRARY
3347,CEDARTOWN LIBRARY
3348,ROCKMART LIBRARY
3349,ROME-FLOYD COUNTY LIBRARY
3350,CENTRAL LIBRARY
3351,BOWEN/BANKHEAD BRANCH LIBRARY
3352,THOMASVILLE HEIGHTS BRANCH LIBRARY
3353,ADAMS PARK BRANCH LIBRARY
3354,ADAMSVILLE-COLLIER HEIGHTS BRANCH LIBRARY
3355,ALPHARETTA/LOUIE E. JONES & GERTRUDE C. JONES MEMORIAL LIBRA
3356,BUCKHEAD BRANCH LIBRARY
3357,COLLEGE PARK BRANCH LIBRARY
3358,DOGWOOD HOMES BRANCH LIBRARY
3359,EAST ATLANTA BRANCH LIBRARY
3360,GEORGIA-HILL  BRANCH LIBRARY
3361,HAPEVILLE  BRANCH LIBRARY
3362,FAIRBURN/HOBGOOD-PALMER BRANCH LIBRARY
3363,KIRKWOOD BRANCH LIBRARY
3364,NORTHSIDE BRANCH LIBRARY
3365,PEACHTREE BRANCH LIBRARY
3366,PONCE DE LEON BRANCH LIBRARY
3367,ROSWELL BRANCH LIBRARY
3368,SANDY SPRINGS REGIONAL LIBRARY
3369,SOUTHWEST REGIONAL LIBRARY
3370,STEWART-LAKEWOOD BRANCH LIBRARY
3371,WEST END BRANCH LIBRARY
3372,WASHINGTON PARK/ANNIE L. MCPHEETERS  BRANCH LIBRARY
3373,AUBURN AVENUE RESEARCH LIBRARY ON AFRICAN AMERICAN HISTORY &
3374,EAST POINT BRANCH LIBRARY
3375,NORTHEAST-SPRUILL OAKS REGIONAL  LIBRARY
3376,SOUTH FULTON BRANCH LIBRARY
3377,MECHANICSVILLE BRANCH LIBRARY
3378,"CLEVELAND AVENUE/ROY LYNDELL YANCY, SR. BRANCH LIBRARY"
3379,CARVER HOMES BRANCH LIBRARY
3380,"DR. MARTIN LUTHER KING,JR BRANCH LIBRARY"
3381,DR. ROBERT E. FULTON REGIONAL LIBRARY AT OCEE
3382,PERRY HOMES BRANCH LIBRARY
3383,ATLANTA-FULTON BOOKMOBILE
3384,BRANTLEY COUNTY LIBRARY
3385,CAMDEN COUNTY PUBLIC LIBRARY
3386,ST. MARYS PUBLIC LIBRARY
3387,CHARLTON COUNTY LIBRARY
3388,IDA HILTON PUBLIC LIBRARY
3389,LONG COUNTY LIBRARY
3390,WAYNE COUNTY LIBRARY
3391,HOG HAMMOCK PUBLIC LIBRARY
3392,THREE RIVERS REGIONAL LIBRARY SYSTEM - ADMINISTRATIVE OFFICE
3393,RODDENBERY MEMORIAL LIBRARY
3394,DULUTH
3395,LILBURN
3396,PEACHTREE CORNERS
3397,BUFORD-SUGAR HILL
3398,NORCROSS
3399,MOUNTAIN PARK
3400,SNELLVILLE (E H WILLIAMS)
3401,FIVE FORKS
3402,COLLINS HILL
3403,LAWRENCEVILLE
3404,GWINNETT COUNTY PUBLIC LIBRARY - HEADQUARTERS
3405,SUWANEE
3406,CENTERVILLE
3407,DACULA
3408,GRAYSON
3409,HAMILTON MILL
3410,CLARKESVILLE-HABERSHAM COUNTY LIBRARY
3411,TOCCOA-STEPHENS COUNTY PUBLIC LIBRARY
3412,RABUN COUNTY PUBLIC LIBRARY
3413,WHITE COUNTY PUBLIC LIBRARY-CLEVELAND BRANCH
3414,WHITE COUNTY PUBLIC LIBRARY-HELEN BRANCH
3415,CORNELIA-HABERSHAM COUNTY LIBRARY
3416,NE GA REG LIB SYST SVCS OFFICE
3417,LUMPKIN COUNTY LIBRARY
3418,DAWSON COUNTY LIBRARY
3419,DAWSON COUNTY SATELLITE
3420,HART COUNTY LIBRARY
3421,PERRY PUBLIC LIBRARY
3422,CENTERVILLE PUBLIC LIBRARY
3423,NOLA BRANTLEY MEMORIAL LIBRARY
3424,LOUISVILLE PUBLIC LIBRARY
3425,MCCOLLUM PUBLIC LIBRARY
3426,WADLEY PUBLIC LIBRARY
3427,LAURENS COUNTY LIBRARY
3428,HARLIE FULFORD MEMORIAL LIBRARY
3429,TREUTLEN COUNTY LIBRARY
3430,ROSA M. TARBUTTON MEMORIAL LIBRARY
3431,GLASCOCK COUNTY LIBRARY
3432,MILLER LAKELAND LIBRARY
3433,BOOKVAN
3434,SALTER HAHIRA LIBRARY
3435,JOHNSTON LAKES LIBRARY
3436,ALLEN STATENVILLE LIBRARY
3437,VALDOSTA-LOWNDES COUNTY
3438,MCMULLEN SOUTHSIDE LIBRARY
3439,MANCHESTER PUBLIC LIBRARY
3440,GREENVILLE AREA PUBLIC LIBRARY
3441,TALBOT COUNTY LIBRARY
3442,BUTLER PUBLIC LIBRARY
3443,REYNOLDS COMMUNITY LIBRARY
3444,HIGHTOWER MEMORIAL LIBRARY
3445,YATESVILLE PUBLIC LIBRARY
3446,ADMIN./EXTENSION SERVICES
3447,DESOTO TRAIL REGIONAL LIBRARY SYSTEM HEADQUARTERS
3448,LUCY HILTON MADDOX MEMORIAL LIBRARY
3449,PELHAM CARNEGIE LIBRARY
3450,JAKIN PUBLIC LIBRARY
3451,BAKER COUNTY LIBRARY
3452,SALE CITY LIBRARY
3453,MORGAN COUNTY LIBRARY
3454,HANCOCK COUNTY LIBRARY
3455,JASPER COUNTY LIBRARY
3456,EATONTON-PUTNAM COUNTY LIBRARY
3457,O'KELLY MEMORIAL LIBRARY
3458,MONROE-WALTON COUNTY LIBRARY
3459,W.H. STANTON MEMORIAL LIBRARY
3460,GREENE COUNTY LIBRARY
3461,UNCLE REMUS REGIONAL OFFICE
3462,WALNUT GROVE LIBRARY
3463,COLUMBUS PUBLIC LIBRARY
3464,MILDRED  L. TERRY PUBLIC LIBRARY
3465,CHATTAHOOCHEE COUNTY PUBLIC LIBRARY
3466,MARION COUNTY PUBLIC LIBRARY
3467,PARKS MEMORIAL LIBRARY
3468,NORTH COLUMBUS BRANCH LIBRARY
3469,SOUTH COLUMBUS BRANCH LIBRARY
3470,CVRLS BOOKMOBILE I
3471,CVRLS BOOKMOBILE II
3472,COVINGTON BRANCH LIBRARY
3473,NEWBORN LIBRARY SERVICE OUTLET
3474,PORTER MEMORIAL LIBRARY
3475,THOMAS PUBLIC LIBRARY
3476,BYRON PUBLIC LIBRARY
3477,AUGUSTA PUBLIC LIBRARY
3478,APPLEBY BRANCH
3479,FRIEDMAN BRANCH
3480,MAXWELL BRANCH
3481,WALLACE BRANCH
3482,BURKE COUNTY LIBRARY
3483,SARDIS BRANCH
3484,MIDVILLE BRANCH LIBRARY
3485,DIAMOND LAKES BRANCH
3486,NANCY GUINN MEMORIAL LIBRARY
3487,SCREVEN COUNTY LIBRARY
3488,JENKINS COUNTY MEMORIAL LIBRARY
3489,BOOKMOBILE
3490,GRIFFIN-SPALDING COUNTY LIBRARY
3491,BARNESVILLE-LAMAR COUNTY LIBRARY
3492,FAYETTE COUNTY PUBLIC LIBRARY
3493,JACKSON-BUTTS COUNTY PUBLIC LIBRARY
3494,J. JOEL EDWARDS PUBLIC LIBRARY
3495,MONROE COUNTY LIBRARY
3496,PEACHTREE CITY LIBRARY
3497,TYRONE PUBLIC LIBRARY
3498,LAKE BLACKSHEAR REGIONAL LIBRARY
3499,CORDELE-CRISP CARNEGIE LIBRARY
3500,SCHLEY COUNTY LIBRARY
3501,ELIZABETH HARRIS LIBRARY
3502,BOOKMOBILE
3503,DOOLY COUNTY LIBRARY
3504,BYROMVILLE PUBLIC LIBRARY
3505,TERRELL COUNTY LIBRARY
3506,CALHOUN COUNTY LIBRARY
3507,CLAY COUNTY LIBRARY
3508,RANDOLPH COUNTY LIBRARY
3509,WEBSTER COUNTY LIBRARY
3510,QUITMAN COUNTY LIBRARY
3511,PAVO PUBLIC LIBRARY
3512,MEIGS PUBLIC LIBRARY
3513,GLADYS H. CLARK LIBRARY
3514,THOMAS COUNTY PUBLIC LIBRARY SYSTEM
3515,BOSTON CARNEGIE LIBRARY
3516,COOLIDGE PUBLIC LIBRARY
3517,COASTAL PLAIN REGIONAL LIBRARY HEADQUARTERS
3518,CARRIE DORSEY PERRY MEMORIAL LIBRARY
3519,COOK COUNTY LIBRARY
3520,IRWIN COUNTY LIBRARY
3521,TIFTON-TIFT COUNTY PUBLIC LIBRARY
3522,VICTORIA EVANS MEMORIAL LIBRARY
3523,MOUNTAIN REGIONAL LIBRARY
3524,FANNIN COUNTY PUBLIC LIBRARY
3525,TOWNS COUNTY PUBLIC LIBRARY
3526,UNION COUNTY PUBLIC LIBRARY
3527,LAGRANGE MEMORIAL LIBRARY
3528,HOGANSVILLE PUBLIC LIBRARY
3529,HARRIS COUNTY PUBLIC LIBRARY
3530,LA FAYETTE-WALKER COUNTY PUBLIC LIBRARY
3531,DADE COUNTY PUBLIC LIBRARY
3532,CHICKAMAUGA PUBLIC LIBRARY
3533,ROSSVILLE PUBLIC LIBRARY
3534,CHATSWORTH-MURRAY COUNTY LIBRARY
3535,CALHOUN-GORDON COUNTY LIBRARY
3536,DALTON-WHITFIELD COUNTY LIBRARY
3537,MARY WILLIS LIBRARY
3538,THOMSON-MCDUFFIE COUNTY LIBRARY
3539,TALIAFERRO COUNTY LIBRARY
3540,BARTRAM TRAIL REGIONAL LIBRARY BOOKMOBILE
3541,TATTNALL COUNTY LIBRARY
3542,MONTGOMERY COUNTY LIBRARY
3543,GLENNVILLE PUBLIC LIBRARY
3544,VIDALIA-TOOMBS COUNTY LIBRARY
3545,NELLE BROWN MEMORIAL LIBRARY
3546,LADSON GENEALOGICAL LIBRARY
3547,JEFF DAVIS COUNTY LIBRARY
3548,APPLING COUNTY PUBLIC LIBRARY
3549,ALMA-BACON COUNTY PUBLIC LIBRARY
3550,CLINCH COUNTY PUBLIC LIBRARY
3551,PIERCE COUNTY PUBLIC LIBRARY (BLACKSHEAR MEM LIB)
3552,WAYCROSS-WARE COUNTY PUBLIC LIBRARY
3553,COCHRAN PUBLIC LIBRARY
3554,FORTSON PUBLIC LIBRARY
3555,LOCUST GROVE PUBLIC LIBRARY
3556,MCDONOUGH PUBLIC LIBRARY
3557,FAIRVIEW BRANCH LIBRARY
3558,SMITHVILLE LIBRARY
3559,LEESBURG LIBRARY
3560,REDBONE LIBRARY
3561,OAKLAND LIBRARY
3562,FORSYTH COUNTY PUBLIC LIBRARY
3563,SHARON FORKS LIBRARY
3564,HAMPTON PARK LIBRARY
3565,POST ROAD LIBRARY
3566,BLACKSHEAR PLACE LIBRARY
3567,CLERMONT LIBRARY
3568,MURRAYVILLE LIBRARY
3569,HALL COUNTY LIBRARY - HEADQUARTERS
3570,SPOUT SPRINGS LIBRARY
3571,NORTH HALL TECH CENTER
3572,MARY VINSON MEMORIAL LIBRARY
3573,LAKE SINCLAIR LIBRARY
3574,"A. MITCHELL POWELL, JR. BRANCH"
3575,CENTRAL LIBRARY-COWETA
3576,GRANTVILLE BRANCH LIBRARY
3577,SENOIA BRANCH LIBRARY
3578,CATOOSA COUNTY LIBRARY
3579,MARGARET JONES PUBLIC LIBRARY
3580,COLUMBIA COUNTY LIBRARY
3581,EUCHEE CREEK LIBRARY
3582,HARLEM LIBRARY
3583,LINCOLN COUNTY LIBRARY
3584,WARREN COUNTY LIBRARY
3585,BRUNSWICK-GLYNN COUNTY LIBRARY
3586,ST. SIMONS ISLAND PUBLIC LIBRARY
3587,MARIA RIVERA AGUIGUI MEMORIAL LIBRARY (AGAT LIBRARY)
3588,BARRIGADA BRANCH PUBLIC LIBRARY
3589,DEDEDO BRANCH PUBLIC LIBRARY
3590,ROSA AGUIGUI  REYES MEMORIAL LIBRARY (MERIZO LIBRARY)
3591,YONA PUBLIC LIBRARY
3592,NIEVES M. FLORES MEMORIAL LIBRARY
3593,GUAM PUBLIC LIBRARY BOOKMOBILE
3594,HAWAII STATE LIBRARY
3595,LIBRARY FOR THE BLIND AND PHYSICALLY HANDICAP
3596,AIEA PUBLIC LIBRARY
3597,AINA HAINA PUBLIC LIBRARY
3598,EWA BEACH PUBLIC AND SCHOOL LIBRARY
3599,HAWAII KAI PUBLIC LIBRARY
3600,KAHUKU PUBLIC AND SCHOOL LIBRARY
3601,KAILUA PUBLIC LIBRARY
3602,KAIMUKI PUBLIC LIBRARY
3603,KALIHI-PALAMA PUBLIC LIBRARY
3604,KANEOHE PUBLIC LIBRARY
3605,LILIHA PUBLIC LIBRARY
3606,MCCULLY-MOILIILI PUBLIC LIBRARY
3607,MANOA PUBLIC LIBRARY
3608,MILILANI PUBLIC LIBRARY
3609,PEARL CITY PUBLIC LIBRARY
3610,SALT LAKE-MOANALUA PUBLIC LIBRARY
3611,WAHIAWA PUBLIC LIBRARY
3612,WAIALUA PUBLIC LIBRARY
3613,WAIANAE PUBLIC LIBRARY
3614,WAIKIKI-KAPAHULU PUBLIC LIBRARY
3615,WAIMANALO PUBLIC AND SCHOOL LIBRARY
3616,WAIPAHU PUBLIC LIBRARY
3617,HILO PUBLIC LIBRARY
3618,NORTH KOHALA PUBLIC LIBRARY
3619,HONOKAA PUBLIC LIBRARY
3620,KAILUA-KONA PUBLIC LIBRARY
3621,KEAAU PUBLIC AND SCHOOL LIBRARY
3622,KEALAKEKUA PUBLIC LIBRARY
3623,LAUPAHOEHOE PUBLIC AND SCHOOL LIBRARY
3624,MOUNTAIN VIEW PUBLIC AND SCHOOL LIBRARY
3625,NAALEHU PUBLIC LIBRARY
3626,PAHALA PUBLIC AND SCHOOL LIBRARY
3627,PAHOA PUBLIC AND SCHOOL LIBRARY
3628,THELMA PARKER MEMORIAL PUBLIC AND SCHOOL LIBR
3629,WAILUKU PUBLIC LIBRARY
3630,HANA PUBLIC AND SCHOOL LIBRARY
3631,KAHULUI PUBLIC LIBRARY
3632,KIHEI PUBLIC LIBRARY
3633,LAHAINA PUBLIC LIBRARY
3634,MAKAWAO PUBLIC LIBRARY
3635,LANAI PUBLIC AND SCHOOL LIBRARY
3636,MOLOKAI PUBLIC LIBRARY
3637,LIHUE PUBLIC LIBRARY
3638,HANAPEPE PUBLIC LIBRARY
3639,KAPAA PUBLIC LIBRARY
3640,KOLOA PUBLIC AND SCHOOL LIBRARY
3641,WAIMEA PUBLIC LIBRARY
3642,MOLOKAI PUBLIC LIBRARY (BOOKMOBILE SERV)
3643,PRINCEVILLE PUBLIC LIBRARY
3644,KAPOLEI PUBLIC LIBRARY
3645,WAILUKU PUBLIC LIBRARY (BOOKMOBILE SERV)
3646,OTTUMWA PUBLIC LIBRARY
3647,AGENCY PUBLIC LIBRARY
3648,CARNEGIE-EVANS PUBLIC LIBRARY
3649,ALLERTON PUBLIC LIBRARY
3650,BLOOMFIELD PUBLIC LIBRARY
3651,DRAKE PUBLIC LIBRARY
3652,CHARITON FREE PUBLIC LIBRARY
3653,KARL MILES LECOMPTE MEMORIAL LIBRARY
3654,MATILDA J. GIBSON MEMORIAL LIBRARY
3655,ELDON PUBLIC LIBRARY
3656,FAIRFIELD PUBLIC LIBRARY
3657,GARDEN GROVE PUBLIC LIBRARY
3658,HEDRICK PUBLIC LIBRARY
3659,HUMESTON PUBLIC LIBRARY
3660,WILSON MEMORIAL LIBRARY
3661,LAMONI PUBLIC LIBRARY
3662,LEON PUBLIC LIBRARY
3663,MORAVIA PUBLIC LIBRARY
3664,GARRETT MEMORIAL LIBRARY
3665,MOUNT AYR PUBLIC LIBRARY
3666,OSCEOLA PUBLIC LIBRARY
3667,OSKALOOSA PUBLIC LIBRARY
3668,RICHLAND PUBLIC LIBRARY
3669,SEYMOUR COMMUNITY LIBRARY
3670,DES MOINES PUBLIC LIBRARY
3671,SOUTH SIDE LIBRARY
3672,EAST SIDE LIBRARY
3673,FRANKLIN AVENUE LIBRARY
3674,FOREST AVENUE LIBRARY
3675,NORTH SIDE LIBRARY
3676,ROY R. ESTLE MEMORIAL LIBRARY
3677,DEXTER PUBLIC LIBRARY
3678,GRANGER PUBLIC LIBRARY
3679,LINDEN PUBLIC LIBRARY
3680,MINBURN PUBLIC LIBRARY
3681,PERRY PUBLIC LIBRARY
3682,VAN METER PUBLIC LIBRARY
3683,WAUKEE PUBLIC LIBRARY
3684,WOODWARD PUBLIC LIBRARY
3685,EARLHAM PUBLIC LIBRARY
3686,TRURO PUBLIC LIBRARY
3687,WINTERSET PUBLIC LIBRARY
3688,AMES PUBLIC LIBRARY
3689,AMES PUBLIC LIBRARY BOOKMOBILE
3690,CAMBRIDGE MEMORIAL LIBRARY
3691,COLLINS PUBLIC LIBRARY
3692,ADEL PUBLIC LIBRARY
3693,COLO PUBLIC LIBRARY
3694,MAXWELL PUBLIC LIBRARY
3695,NEVADA PUBLIC LIBRARY
3696,BERTHA BARTLETT PUBLIC LIBRARY
3697,GILBERT LIBRARY-BRANCH OF BERTHA BARTLETT PUBLIC LIBRARY
3698,ROLAND PUBLIC LIBRARY
3699,ZEARING PUBLIC LIBRARY
3700,SLATER PUBLIC LIBRARY
3701,IOWA CITY PUBLIC LIBRARY
3702,CORALVILLE PUBLIC LIBRARY
3703,OXFORD PUBLIC LIBRARY
3704,SOLON PUBLIC LIBRARY
3705,MARENGO PUBLIC LIBRARY
3706,NORTH ENGLISH PUBLIC LIBRARY
3707,WILLIAMSBURG PUBLIC LIBRARY
3708,BROOKLYN PUBLIC LIBRARY
3709,DRAKE COMMUNITY LIBRARY
3710,MONTEZUMA PUBLIC LIBRARY
3711,COGGON PUBLIC LIBRARY
3712,KALONA PUBLIC LIBRARY
3713,WASHINGTON FREE PUBLIC LIBRARY
3714,WELLMAN-SCOFIELD PUBLIC LIBRARY
3715,COLUMBUS JUNCTION PUBLIC LIBRARY
3716,LETTS PUBLIC LIBRARY
3717,MELLINGER MEMORIAL PUBLIC LIBRARY
3718,KECK MEMORIAL LIBRARY
3719,MUSSER PUBLIC LIBRARY
3720,WEST LIBERTY PUBLIC LIBRARY
3721,SWALEDALE PUBLIC LIBRARY
3722,COLESBURG PUBLIC LIBRARY
3723,NORTH LIBERTY COMMUNITY LIBRARY
3724,MASON CITY PUBLIC LIBRARY
3725,CLEAR LAKE PUBLIC LIBRARY
3726,MESERVEY PUBLIC LIBRARY
3727,ROCKWELL PUBLIC LIBRARY
3728,THORNTON PUBLIC LIBRARY
3729,ACKLEY PUBLIC LIBRARY
3730,ALEXANDER PUBLIC LIBRARY
3731,DOWS COMMUNITY LIBRARY
3732,VENTURA PUBLIC LIBRARY
3733,HAMPTON PUBLIC LIBRARY
3734,SHEFFIELD PUBLIC LIBRARY
3735,ELLSWORTH PUBLIC LIBRARY
3736,MONTGOMERY MEMORIAL LIBRARY
3737,STANHOPE PUBLIC LIBRARY
3738,STRATFORD PUBLIC LIBRARY
3739,KENDALL YOUNG LIBRARY
3740,WILLIAMS PUBLIC LIBRARY
3741,BRITT PUBLIC LIBRARY
3742,CORWITH PUBLIC LIBRARY
3743,GARNER PUBLIC LIBRARY
3744,KANAWHA PUBLIC LIBRARY
3745,KLEMME PUBLIC LIBRARY
3746,WODEN PUBLIC LIBRARY
3747,DR. GRACE O. DOANE ALDEN PUBLIC LIBRARY
3748,ELDORA PUBLIC LIBRARY
3749,HUBBARD PUBLIC LIBRARY
3750,BEAMAN COMMUNITY MEMORIAL LIBRARY
3751,ESTHERVILLE PUBLIC LIBRARY
3752,RINGSTED PUBLIC LIBRARY
3753,GEORGE PUBLIC LIBRARY
3754,INWOOD PUBLIC LIBRARY
3755,LARCHWOOD PUBLIC LIBRARY
3756,LITTLE ROCK PUBLIC LIBRARY
3757,CHELSEA PUBLIC LIBRARY
3758,ROCK RAPIDS PUBLIC LIBRARY
3759,PAULLINA PUBLIC LIBRARY
3760,PRIMGHAR PUBLIC LIBRARY
3761,SANBORN PUBLIC LIBRARY
3762,GENERAL N.B. BAKER LIBRARY
3763,ASHTON PUBLIC LIBRARY
3764,MELVIN PUBLIC LIBRARY
3765,OCHEYEDAN PUBLIC LIBRARY
3766,SIBLEY PUBLIC LIBRARY
3767,EMMETSBURG PUBLIC LIBRARY
3768,MALLARD PUBLIC LIBRARY
3769,RUTHVEN PUBLIC LIBRARY
3770,AKRON PUBLIC LIBRARY
3771,KINGSLEY PUBLIC LIBRARY
3772,LE MARS PUBLIC LIBRARY
3773,BAGLEY PUBLIC LIBRARY
3774,BENNY GAMBAIANI PUBLIC LIBRARY
3775,DIKE PUBLIC LIBRARY
3776,UPHAM MEMORIAL LIBRARY
3777,LAWLER PUBLIC LIBRARY
3778,NASHUA PUBLIC LIBRARY
3779,NEW HAMPTON PUBLIC LIBRARY
3780,EDGEWOOD PUBLIC LIBRARY
3781,ELKADER PUBLIC LIBRARY
3782,GARNAVILLO PUBLIC LIBRARY
3783,GUTTENBERG PUBLIC LIBRARY
3784,MCGREGOR PUBLIC LIBRARY
3785,MURPHY MEMORIAL LIBRARY
3786,STRAWBERRY POINT PUBLIC LIBRARY
3787,VOLGA PUBLIC LIBRARY
3788,DELHI PUBLIC LIBRARY
3789,RUTH SUCKOW MEMORIAL LIBRARY
3790,HOPKINTON PUBLIC LIBRARY
3791,MANCHESTER PUBLIC LIBRARY
3792,CARNEGIE-STOUT PUBLIC LIBRARY
3793,DUBUQUE COUNTY LIBRARY
3794,HOLY CROSS BRANCH
3795,EPWORTH BRANCH
3796,FARLEY BRANCH
3797,NICC/PEOSTA BRANCH
3798,NEW ALBIN PUBLIC LIBRARY
3799,KIRKENDALL PUBLIC LIBRARY
3800,MITCHELLVILLE PUBLIC LIBRARY
3801,URBANDALE PUBLIC LIBRARY
3802,WEST DES MOINES PUBLIC LIBRARY
3803,ALTOONA PUBLIC LIBRARY
3804,GRIMES PUBLIC LIBRARY
3805,DE SOTO PUBLIC LIBRARY
3806,HUXLEY PUBLIC LIBRARY
3807,PLEASANT HILL PUBLIC LIBRARY
3808,NEWHALL PUBLIC LIBRARY
3809,MARSHALLTOWN PUBLIC LIBRARY
3810,GUTEKUNST PUBLIC LIBRARY
3811,MELBOURNE PUBLIC LIBRARY
3812,GILMAN PUBLIC LIBRARY
3813,NEWTON PUBLIC LIBRARY
3814,KNOXVILLE PUBLIC LIBRARY
3815,PELLA PUBLIC LIBRARY
3816,PALMER PUBLIC LIBRARY
3817,MERRILL PUBLIC LIBRARY
3818,REMSEN PUBLIC LIBRARY
3819,FONDA PUBLIC LIBRARY
3820,GILMORE CITY PUBLIC LIBRARY
3821,HAVELOCK PUBLIC LIBRARY
3822,LAURENS PUBLIC LIBRARY
3823,POCAHONTAS PUBLIC LIBRARY
3824,ROLFE PUBLIC LIBRARY
3825,VARINA PUBLIC LIBRARY
3826,ALTON PUBLIC LIBRARY
3827,BOYDEN PUBLIC LIBRARY
3828,HAWARDEN PUBLIC LIBRARY
3829,HULL PUBLIC LIBRARY
3830,ORANGE CITY PUBLIC LIBRARY
3831,ROCK VALLEY PUBLIC LIBRARY
3832,SIOUX CENTER PUBLIC LIBRARY
3833,SOMERS PUBLIC LIBRARY
3834,COON RAPIDS PUBLIC LIBRARY
3835,MANNING PUBLIC LIBRARY
3836,NEW VIRGINIA PUBLIC LIBRARY
3837,FIELD-CARNEGIE PUBLIC LIBRARY
3838,SAC CITY PUBLIC LIBRARY
3839,IONIA COMMUNITY LIBRARY
3840,POLK CITY COMMUNITY LIBRARY
3841,ERICSON PUBLIC LIBRARY
3842,MADRID PUBLIC LIBRARY
3843,LEONARD A. GOOD COMMUNITY LIBRARY
3844,WAUCOMA PUBLIC LIBRARY
3845,MARTELLE COMMUNITY LIBRARY AND HISTORICAL MUSEUM
3846,ELY PUBLIC LIBRARY
3847,ALBION MUNICIPAL LIBRARY
3848,LOWDEN PUBLIC LIBRARY
3849,KEOKUK PUBLIC LIBRARY
3850,BIRMINGHAM PUBLIC LIBRARY
3851,BONAPARTE PUBLIC LIBRARY
3852,FARMINGTON PUBLIC LIBRARY
3853,KEOSAUQUA PUBLIC LIBRARY
3854,MILTON PUBLIC LIBRARY
3855,STOCKPORT PUBLIC LIBRARY
3856,DONNELLSON PUBLIC LIBRARY
3857,BUSSEY COMMUNITY LIBRARY
3858,FORT MADISON PUBLIC LIBRARY
3859,MONTROSE PUBLIC LIBRARY
3860,WEST POINT PUBLIC LIBRARY
3861,HILLSBORO PUBLIC LIBRARY
3862,CANTRIL PUBLIC LIBRARY
3863,H.J. NUGEN PUBLIC LIBRARY
3864,CREW PUBLIC LIBRARY
3865,WINFIELD PUBLIC LIBRARY
3866,BURLINGTON PUBLIC LIBRARY
3867,MEDIAPOLIS PUBLIC LIBRARY
3868,MOUNT PLEASANT PUBLIC LIBRARY
3869,COULTER PUBLIC LIBRARY
3870,PIONEER HERITAGE LIBRARY
3871,THOMPSON PUBLIC LIBRARY
3872,SIOUX CITY PUBLIC LIBRARY
3873,PERRY CREEK BRANCH LIBRARY
3874,MORNINGSIDE BRANCH LIBRARY
3875,ELK HORN PUBLIC LIBRARY
3876,HAMANN MEMORIAL LIBRARY
